invoice_id,subscription_id,user_id,amount_usd,status,invoice_date,plan
inv_178661b0458a49,sub_c182716e516b4b,usr_00649,29,paid,2024-10-10,pro
inv_98ab933b43cb4e,sub_c182716e516b4b,usr_00649,29,paid,2024-11-09,pro
inv_328934bf81114f,sub_c182716e516b4b,usr_00649,29,paid,2024-12-09,pro
inv_300cca6478e243,sub_f0511468b4c249,usr_00652,29,paid,2024-03-14,pro
inv_1220f7d6f40840,sub_f0511468b4c249,usr_00652,29,paid,2024-04-13,pro
inv_0dc87d0f8b9b4f,sub_0820629c0f2944,usr_00657,29,paid,2024-03-15,pro
inv_c939bb6a928449,sub_0820629c0f2944,usr_00657,29,paid,2024-04-14,pro
inv_d8b989ac9a5a47,sub_0820629c0f2944,usr_00657,29,paid,2024-05-14,pro
inv_0f1b12b975454a,sub_0820629c0f2944,usr_00657,29,paid,2024-06-13,pro
inv_104d84bc401347,sub_0820629c0f2944,usr_00657,29,paid,2024-07-13,pro
inv_2f3ccb2ceda843,sub_0820629c0f2944,usr_00657,29,paid,2024-08-12,pro
inv_0238b432a4fc49,sub_a377be75d5794d,usr_00660,29,paid,2024-03-15,pro
inv_23074fe4d1444b,sub_d1b3be85ebef44,usr_00679,29,paid,2024-03-17,pro
inv_214778e2426441,sub_d1b3be85ebef44,usr_00679,29,paid,2024-04-16,pro
inv_8b067312489c49,sub_d1b3be85ebef44,usr_00679,29,paid,2024-05-16,pro
inv_c5a8a37444c64a,sub_d1b3be85ebef44,usr_00679,29,paid,2024-06-15,pro
inv_5c64eb87bb3549,sub_d1b3be85ebef44,usr_00679,29,paid,2024-07-15,pro
inv_66a73f28c9124d,sub_d1b3be85ebef44,usr_00679,29,paid,2024-08-14,pro
inv_ebdb2c1765d744,sub_d1b3be85ebef44,usr_00679,29,paid,2024-09-13,pro
inv_38ccd862cc8746,sub_d1b3be85ebef44,usr_00679,29,paid,2024-10-13,pro
inv_c564561c53c748,sub_d1b3be85ebef44,usr_00679,29,paid,2024-11-12,pro
inv_710218e569e14a,sub_d1b3be85ebef44,usr_00679,29,paid,2024-12-12,pro
inv_1355f3ef27874c,sub_d1b3be85ebef44,usr_00679,29,paid,2025-01-11,pro
inv_99d60e9cf83249,sub_d1b3be85ebef44,usr_00679,29,paid,2025-02-10,pro
inv_60d868248d7b41,sub_d1b3be85ebef44,usr_00679,29,paid,2025-03-12,pro
inv_3704b317920045,sub_087f7b95586b45,usr_00690,29,paid,2024-03-18,pro
inv_a6a73c11756e44,sub_bae29c51dd4347,usr_00714,79,paid,2024-03-20,business
inv_191cd201744841,sub_bae29c51dd4347,usr_00714,79,paid,2024-04-19,business
inv_1dcb4a3274f04e,sub_bae29c51dd4347,usr_00714,79,paid,2024-05-19,business
inv_165dbc697b204e,sub_afc5ddcfb4ab45,usr_00723,29,paid,2024-03-21,pro
inv_6348d1faaa6a4b,sub_afc5ddcfb4ab45,usr_00723,29,paid,2024-04-20,pro
inv_11b7e4e9f1094b,sub_ea312088c6644c,usr_00736,29,paid,2024-03-22,pro
inv_7556f09fae9844,sub_ea312088c6644c,usr_00736,29,paid,2024-04-21,pro
inv_ff7ee477304f46,sub_ea312088c6644c,usr_00736,29,paid,2024-05-21,pro
inv_08cadec3e14346,sub_654f9ff2f3284d,usr_00765,29,paid,2024-03-25,pro
inv_fa290807cbdb49,sub_654f9ff2f3284d,usr_00765,29,paid,2024-04-24,pro
inv_c26200caceec46,sub_654f9ff2f3284d,usr_00765,29,paid,2024-05-24,pro
inv_e75b89d0c32d48,sub_654f9ff2f3284d,usr_00765,29,paid,2024-06-23,pro
inv_a1c5705bf00144,sub_654f9ff2f3284d,usr_00765,29,paid,2024-07-23,pro
inv_dd52da7208f346,sub_654f9ff2f3284d,usr_00765,29,paid,2024-08-22,pro
inv_0a87353d8b8848,sub_654f9ff2f3284d,usr_00765,29,paid,2024-09-21,pro
inv_9c923660e1d54f,sub_654f9ff2f3284d,usr_00765,29,paid,2024-10-21,pro
inv_d693d6e45bf440,sub_fa7f72182d8743,usr_00772,29,paid,2024-03-27,pro
inv_f772d04e802948,sub_fa7f72182d8743,usr_00772,29,paid,2024-04-26,pro
inv_70b74fb6844f42,sub_fa7f72182d8743,usr_00772,29,paid,2024-05-26,pro
inv_3d9df4e54d9142,sub_fa7f72182d8743,usr_00772,29,paid,2024-06-25,pro
inv_6083321d1b764c,sub_fa7f72182d8743,usr_00772,29,paid,2024-07-25,pro
inv_530042bde30945,sub_fa7f72182d8743,usr_00772,29,paid,2024-08-24,pro
inv_2469fcf5fd2a40,sub_fa7f72182d8743,usr_00772,29,paid,2024-09-23,pro
inv_fc037c6558bf42,sub_fa7f72182d8743,usr_00772,29,paid,2024-10-23,pro
inv_81928009540e4b,sub_fa7f72182d8743,usr_00772,29,paid,2024-11-22,pro
inv_a4852906a36043,sub_fa7f72182d8743,usr_00772,29,paid,2024-12-22,pro
inv_ef105922eb5c46,sub_fa7f72182d8743,usr_00772,29,paid,2025-01-21,pro
inv_235d8dffdeb04b,sub_fa7f72182d8743,usr_00772,29,failed,2025-02-20,pro
inv_f8c2d6e7527149,sub_fa7f72182d8743,usr_00772,29,paid,2025-03-22,pro
inv_5015e3f60b4d4e,sub_b45b388738844a,usr_00793,79,paid,2024-03-29,business
inv_5c23f1ab76b842,sub_b45b388738844a,usr_00793,79,paid,2024-04-28,business
inv_a6b29bb3880648,sub_b45b388738844a,usr_00793,79,paid,2024-05-28,business
inv_62f7e47375ab4e,sub_b45b388738844a,usr_00793,79,paid,2024-06-27,business
inv_d92cf4b4ee5e4e,sub_b45b388738844a,usr_00793,79,paid,2024-07-27,business
inv_f17080f0832c40,sub_b45b388738844a,usr_00793,79,paid,2024-08-26,business
inv_0220c749075d43,sub_b45b388738844a,usr_00793,79,paid,2024-09-25,business
inv_6752fc5fc8bc48,sub_b45b388738844a,usr_00793,79,paid,2024-10-25,business
inv_716123498afb46,sub_b45b388738844a,usr_00793,79,paid,2024-11-24,business
inv_aa467342dd1840,sub_b45b388738844a,usr_00793,79,paid,2024-12-24,business
inv_5e336202a22c44,sub_b45b388738844a,usr_00793,79,paid,2025-01-23,business
inv_a871e0daed9e40,sub_b45b388738844a,usr_00793,79,paid,2025-02-22,business
inv_dbbab2fb396747,sub_b45b388738844a,usr_00793,79,paid,2025-03-24,business
inv_37d5cc9ab0e34f,sub_71a891e0247a41,usr_00796,29,paid,2024-03-29,pro
inv_945e465e276e45,sub_71a891e0247a41,usr_00796,29,paid,2024-04-28,pro
inv_7b6d7093a9dc44,sub_71a891e0247a41,usr_00796,29,paid,2024-05-28,pro
inv_2c53622642be47,sub_71a891e0247a41,usr_00796,29,paid,2024-06-27,pro
inv_fd592f7b48a048,sub_71a891e0247a41,usr_00796,29,paid,2024-07-27,pro
inv_82ab24656f9d4c,sub_71a891e0247a41,usr_00796,29,paid,2024-08-26,pro
inv_72969beeed594f,sub_71a891e0247a41,usr_00796,29,paid,2024-09-25,pro
inv_eb03b537c4e349,sub_71a891e0247a41,usr_00796,29,paid,2024-10-25,pro
inv_5615d4dffed043,sub_71a891e0247a41,usr_00796,29,paid,2024-11-24,pro
inv_b397b3ed530146,sub_71a891e0247a41,usr_00796,29,paid,2024-12-24,pro
inv_488a0ca73af940,sub_71a891e0247a41,usr_00796,29,paid,2025-01-23,pro
inv_cc94c73e04ee4a,sub_3a49eb707ad54b,usr_00804,29,paid,2024-03-29,pro
inv_b2abea26bb5f4a,sub_3a49eb707ad54b,usr_00804,29,paid,2024-04-28,pro
inv_952b1c4e251142,sub_3a49eb707ad54b,usr_00804,29,paid,2024-05-28,pro
inv_71a1391ec1bd4f,sub_3a49eb707ad54b,usr_00804,29,paid,2024-06-27,pro
inv_167df1b680c64a,sub_3a49eb707ad54b,usr_00804,29,paid,2024-07-27,pro
inv_83e95b20160944,sub_3a49eb707ad54b,usr_00804,29,paid,2024-08-26,pro
inv_703526cf343f42,sub_3a49eb707ad54b,usr_00804,29,paid,2024-09-25,pro
inv_3eb3a3cfccd647,sub_3a49eb707ad54b,usr_00804,29,paid,2024-10-25,pro
inv_906f2a436b3a4b,sub_3a49eb707ad54b,usr_00804,29,paid,2024-11-24,pro
inv_5f0f0a56ca6543,sub_3a49eb707ad54b,usr_00804,29,paid,2024-12-24,pro
inv_568e9771665141,sub_9d5b8c17dc344c,usr_00824,29,paid,2024-04-01,pro
inv_44f921eefedf46,sub_bcf06fed97b04e,usr_00845,29,paid,2024-04-03,pro
inv_cffce011a15843,sub_bcf06fed97b04e,usr_00845,29,paid,2024-05-03,pro
inv_9e013f6ad09944,sub_bcf06fed97b04e,usr_00845,29,paid,2024-06-02,pro
inv_dc42ee86f2a14f,sub_bcf06fed97b04e,usr_00845,29,paid,2024-07-02,pro
inv_863c358bd06548,sub_bcf06fed97b04e,usr_00845,29,paid,2024-08-01,pro
inv_21a2ba326c7c45,sub_bcf06fed97b04e,usr_00845,29,paid,2024-08-31,pro
inv_ab7189e9299843,sub_bcf06fed97b04e,usr_00845,29,paid,2024-09-30,pro
inv_2e5cf9793c1f44,sub_bcf06fed97b04e,usr_00845,29,paid,2024-10-30,pro
inv_cb0f94ab0c7645,sub_bcf06fed97b04e,usr_00845,29,paid,2024-11-29,pro
inv_c9ece51472a641,sub_bcf06fed97b04e,usr_00845,29,paid,2024-12-29,pro
inv_678b1442cf424b,sub_f68dee9d79eb4b,usr_00854,29,paid,2024-04-04,pro
inv_2dbc0d23f2d84e,sub_2b8f5730010348,usr_00856,29,failed,2024-04-04,pro
inv_acc17faff6fb49,sub_2b8f5730010348,usr_00856,29,paid,2024-05-04,pro
inv_b8f6334dfb1b4d,sub_2b8f5730010348,usr_00856,29,paid,2024-06-03,pro
inv_9662cc29b75c49,sub_2b8f5730010348,usr_00856,29,paid,2024-07-03,pro
inv_88b2f9a536894e,sub_2b8f5730010348,usr_00856,29,paid,2024-08-02,pro
inv_4fd60a4137a64f,sub_2b8f5730010348,usr_00856,29,paid,2024-09-01,pro
inv_4ab23f3692fb49,sub_2b8f5730010348,usr_00856,29,paid,2024-10-01,pro
inv_788cf635345f47,sub_2b8f5730010348,usr_00856,29,paid,2024-10-31,pro
inv_7cea457e343743,sub_2b8f5730010348,usr_00856,29,paid,2024-11-30,pro
inv_bff9e15431eb48,sub_2b8f5730010348,usr_00856,29,paid,2024-12-30,pro
inv_e872c2c964494f,sub_2b8f5730010348,usr_00856,29,failed,2025-01-29,pro
inv_2336da2e264649,sub_2b8f5730010348,usr_00856,29,paid,2025-02-28,pro
inv_f3c8c620de1f40,sub_2b8f5730010348,usr_00856,29,paid,2025-03-30,pro
inv_51207ce0396e42,sub_24cf7a12573243,usr_00867,29,paid,2024-04-06,pro
inv_4d39e149feba41,sub_24cf7a12573243,usr_00867,29,paid,2024-05-06,pro
inv_d5754635b80542,sub_24cf7a12573243,usr_00867,29,paid,2024-06-05,pro
inv_3f6140743e4b48,sub_24cf7a12573243,usr_00867,29,paid,2024-07-05,pro
inv_45aa26d7edfc42,sub_24cf7a12573243,usr_00867,29,paid,2024-08-04,pro
inv_e92a129a1e2e4a,sub_24cf7a12573243,usr_00867,29,paid,2024-09-03,pro
inv_0dd89a42a54747,sub_24cf7a12573243,usr_00867,29,paid,2024-10-03,pro
inv_208156bd34844b,sub_24cf7a12573243,usr_00867,29,paid,2024-11-02,pro
inv_6b730818935147,sub_24cf7a12573243,usr_00867,29,paid,2024-12-02,pro
inv_28f5cd979d2f4a,sub_24cf7a12573243,usr_00867,29,paid,2025-01-01,pro
inv_695cf171928a49,sub_24cf7a12573243,usr_00867,29,paid,2025-01-31,pro
inv_c8a3690fba444a,sub_24cf7a12573243,usr_00867,29,paid,2025-03-02,pro
inv_805558e5da2f4d,sub_fa4bdea3c5b84e,usr_00874,29,paid,2024-04-07,pro
inv_60201babaa5842,sub_fa4bdea3c5b84e,usr_00874,29,paid,2024-05-07,pro
inv_ec23a858d9eb4c,sub_fa4bdea3c5b84e,usr_00874,29,paid,2024-06-06,pro
inv_d61113ebc2b541,sub_fa4bdea3c5b84e,usr_00874,29,paid,2024-07-06,pro
inv_e63d866c0fb44a,sub_fa4bdea3c5b84e,usr_00874,29,paid,2024-08-05,pro
inv_b7140aa175e84d,sub_fa4bdea3c5b84e,usr_00874,29,paid,2024-09-04,pro
inv_b6f91d9a692c41,sub_fa4bdea3c5b84e,usr_00874,29,paid,2024-10-04,pro
inv_0f391c9c60ef45,sub_fa4bdea3c5b84e,usr_00874,29,paid,2024-11-03,pro
inv_df4d6c478fbb49,sub_fa4bdea3c5b84e,usr_00874,29,paid,2024-12-03,pro
inv_5fb6d5bf09a147,sub_fa4bdea3c5b84e,usr_00874,29,paid,2025-01-02,pro
inv_f3ec9709b69847,sub_a56549d69a1649,usr_00888,79,paid,2024-04-08,business
inv_cebee0636f2d42,sub_a56549d69a1649,usr_00888,79,paid,2024-05-08,business
inv_62887e3c486f45,sub_a56549d69a1649,usr_00888,79,paid,2024-06-07,business
inv_3b343a3a95d14d,sub_a56549d69a1649,usr_00888,79,paid,2024-07-07,business
inv_d4ed07d4fb4941,sub_a56549d69a1649,usr_00888,79,paid,2024-08-06,business
inv_ffb88306834a48,sub_a56549d69a1649,usr_00888,79,paid,2024-09-05,business
inv_b0b24132e6a341,sub_a56549d69a1649,usr_00888,79,paid,2024-10-05,business
inv_46ec18a61b0b49,sub_a56549d69a1649,usr_00888,79,paid,2024-11-04,business
inv_8130ee4b214249,sub_a56549d69a1649,usr_00888,79,paid,2024-12-04,business
inv_5723d3fb0ddf40,sub_a56549d69a1649,usr_00888,79,paid,2025-01-03,business
inv_6bda0140936d45,sub_a56549d69a1649,usr_00888,79,paid,2025-02-02,business
inv_adfedba2beae4f,sub_a56549d69a1649,usr_00888,79,paid,2025-03-04,business
inv_54bbc9fefc744a,sub_a56549d69a1649,usr_00888,79,paid,2025-04-03,business
inv_041466489d2848,sub_a56549d69a1649,usr_00888,79,paid,2025-05-03,business
inv_0bae3177585a42,sub_ca0ee458f1f140,usr_00891,29,paid,2024-04-08,pro
inv_46e7e37f881f42,sub_ca0ee458f1f140,usr_00891,29,paid,2024-05-08,pro
inv_d91a0bd8a0a745,sub_ca0ee458f1f140,usr_00891,29,paid,2024-06-07,pro
inv_6ba00f9100394d,sub_d4cb6a13d3e542,usr_00901,29,paid,2024-04-10,pro
inv_da4f43e2a41343,sub_d4cb6a13d3e542,usr_00901,29,paid,2024-05-10,pro
inv_5fc8805fb1074e,sub_d4cb6a13d3e542,usr_00901,29,paid,2024-06-09,pro
inv_b41b7de49fa84f,sub_d4cb6a13d3e542,usr_00901,29,paid,2024-07-09,pro
inv_56f23bc1018b4b,sub_d4cb6a13d3e542,usr_00901,29,paid,2024-08-08,pro
inv_d62fb3c5547848,sub_d4cb6a13d3e542,usr_00901,29,paid,2024-09-07,pro
inv_2e08368daf9b4c,sub_d4cb6a13d3e542,usr_00901,29,paid,2024-10-07,pro
inv_07d5cb5ff3064d,sub_d4cb6a13d3e542,usr_00901,29,paid,2024-11-06,pro
inv_4dbe6d270d4149,sub_d762bc5bffce47,usr_00908,29,paid,2024-04-11,pro
inv_f8bf7ce437024e,sub_d762bc5bffce47,usr_00908,29,failed,2024-05-11,pro
inv_67a65071c67841,sub_d762bc5bffce47,usr_00908,29,paid,2024-06-10,pro
inv_48a0c2ddcc4144,sub_d762bc5bffce47,usr_00908,29,paid,2024-07-10,pro
inv_26f5bf71e93c4b,sub_d762bc5bffce47,usr_00908,29,paid,2024-08-09,pro
inv_1f21c375ccb64b,sub_d762bc5bffce47,usr_00908,29,paid,2024-09-08,pro
inv_922faa575b1648,sub_d762bc5bffce47,usr_00908,29,paid,2024-10-08,pro
inv_758aaf8596b64a,sub_d762bc5bffce47,usr_00908,29,paid,2024-11-07,pro
inv_2ef1879b1d894f,sub_d762bc5bffce47,usr_00908,29,paid,2024-12-07,pro
inv_97756419d8374d,sub_992b2af0505b42,usr_00913,29,paid,2024-04-11,pro
inv_3aeed066050745,sub_992b2af0505b42,usr_00913,29,paid,2025-04-11,pro
inv_b4ab1527929246,sub_e21ae24ae0ce41,usr_00918,29,paid,2024-04-12,pro
inv_78ebaf8558184d,sub_e21ae24ae0ce41,usr_00918,29,paid,2024-05-12,pro
inv_ca55b36d897042,sub_e21ae24ae0ce41,usr_00918,29,paid,2024-06-11,pro
inv_2b8e0538166f4b,sub_e21ae24ae0ce41,usr_00918,29,paid,2024-07-11,pro
inv_9d1c07e7f85444,sub_e21ae24ae0ce41,usr_00918,29,paid,2024-08-10,pro
inv_317d74b447fa4e,sub_e21ae24ae0ce41,usr_00918,29,paid,2024-09-09,pro
inv_8963ef5c2d4745,sub_e21ae24ae0ce41,usr_00918,29,paid,2024-10-09,pro
inv_d35be9c0400b49,sub_e21ae24ae0ce41,usr_00918,29,paid,2024-11-08,pro
inv_83ffa5e53ace47,sub_e21ae24ae0ce41,usr_00918,29,paid,2024-12-08,pro
inv_8b89eb0ab0c64f,sub_e21ae24ae0ce41,usr_00918,29,paid,2025-01-07,pro
inv_3c19bd21c8d642,sub_6e72d4c9212245,usr_00926,29,paid,2024-04-12,pro
inv_640a368b76784d,sub_6e72d4c9212245,usr_00926,29,paid,2024-05-12,pro
inv_304137540e754c,sub_6e72d4c9212245,usr_00926,29,paid,2024-06-11,pro
inv_98ad70b24d484a,sub_6e72d4c9212245,usr_00926,29,paid,2024-07-11,pro
inv_62ed94733acb46,sub_6e72d4c9212245,usr_00926,29,paid,2024-08-10,pro
inv_1a1e38cbbd9e4b,sub_6e72d4c9212245,usr_00926,29,paid,2024-09-09,pro
inv_c097a4309b4749,sub_6e72d4c9212245,usr_00926,29,paid,2024-10-09,pro
inv_dcdbd9c69cf142,sub_6e72d4c9212245,usr_00926,29,paid,2024-11-08,pro
inv_75687468dff149,sub_6e72d4c9212245,usr_00926,29,paid,2024-12-08,pro
inv_d6ea1471953247,sub_6e72d4c9212245,usr_00926,29,paid,2025-01-07,pro
inv_d41a56f38cc24d,sub_6e72d4c9212245,usr_00926,29,paid,2025-02-06,pro
inv_3c0e2809ebe544,sub_6e72d4c9212245,usr_00926,29,paid,2025-03-08,pro
inv_416ecd5b95be45,sub_8bc0dfb83f0b4c,usr_00929,29,paid,2024-04-12,pro
inv_ba23b8cae90142,sub_3d7afdc182ab4d,usr_00936,29,paid,2024-04-13,pro
inv_fe15d43625af4e,sub_3d7afdc182ab4d,usr_00936,29,paid,2024-05-13,pro
inv_6e09383b55dd4a,sub_3d7afdc182ab4d,usr_00936,29,paid,2024-06-12,pro
inv_fb5276a5f52d4d,sub_3d7afdc182ab4d,usr_00936,29,paid,2024-07-12,pro
inv_af19094b4e604e,sub_ef60fa25d55446,usr_00949,29,paid,2024-04-15,pro
inv_2a660d4311124f,sub_fd0697d681de4e,usr_00960,29,paid,2024-04-16,pro
inv_4e7c52d87f7041,sub_fd0697d681de4e,usr_00960,29,paid,2024-05-16,pro
inv_684b9260953548,sub_f3643ec51cc245,usr_00969,79,paid,2024-04-16,business
inv_ea2c7e91a2a341,sub_f3643ec51cc245,usr_00969,79,paid,2024-05-16,business
inv_dbe5307f812e42,sub_f3643ec51cc245,usr_00969,79,paid,2024-06-15,business
inv_ed00bd079a6340,sub_f3643ec51cc245,usr_00969,79,failed,2024-07-15,business
inv_83b82fae5ee54f,sub_f3643ec51cc245,usr_00969,79,paid,2024-08-14,business
inv_091d7fc7bde645,sub_f3643ec51cc245,usr_00969,79,paid,2024-09-13,business
inv_885388b63eb847,sub_f3643ec51cc245,usr_00969,79,paid,2024-10-13,business
inv_f210befcaebd4d,sub_f3643ec51cc245,usr_00969,79,paid,2024-11-12,business
inv_2762eb09ec7b4d,sub_f3643ec51cc245,usr_00969,79,paid,2024-12-12,business
inv_c099deef3a4044,sub_f3643ec51cc245,usr_00969,79,paid,2025-01-11,business
inv_790b1e85c5544b,sub_f3643ec51cc245,usr_00969,79,paid,2025-02-10,business
inv_f040d81bec0a48,sub_f3643ec51cc245,usr_00969,79,paid,2025-03-12,business
inv_f3fa75d8036f46,sub_f3643ec51cc245,usr_00969,79,paid,2025-04-11,business
inv_2782a84109624c,sub_ec222b4573ca43,usr_00976,79,paid,2024-04-17,business
inv_6720aee5346149,sub_808f6819063043,usr_01009,29,paid,2024-04-20,pro
inv_9edf39b0102741,sub_808f6819063043,usr_01009,29,paid,2024-05-20,pro
inv_9bb9aec543214a,sub_808f6819063043,usr_01009,29,paid,2024-06-19,pro
inv_1ab28c93360646,sub_808f6819063043,usr_01009,29,paid,2024-07-19,pro
inv_2274b25039f645,sub_808f6819063043,usr_01009,29,paid,2024-08-18,pro
inv_5e90e9f931ad48,sub_808f6819063043,usr_01009,29,paid,2024-09-17,pro
inv_b93223073faa4d,sub_732d3be623be40,usr_01011,29,paid,2024-04-20,pro
inv_d721673e03f84a,sub_732d3be623be40,usr_01011,29,paid,2024-05-20,pro
inv_1a97072dbfa444,sub_732d3be623be40,usr_01011,29,paid,2024-06-19,pro
inv_9e1693f3241343,sub_732d3be623be40,usr_01011,29,paid,2024-07-19,pro
inv_a70f0cd290a541,sub_732d3be623be40,usr_01011,29,paid,2024-08-18,pro
inv_253e0841b07b45,sub_732d3be623be40,usr_01011,29,paid,2024-09-17,pro
inv_97b78daf3c4d41,sub_732d3be623be40,usr_01011,29,failed,2024-10-17,pro
inv_5fa067e2b8da4a,sub_732d3be623be40,usr_01011,29,paid,2024-11-16,pro
inv_338c169c78d34b,sub_732d3be623be40,usr_01011,29,paid,2024-12-16,pro
inv_9891d27fd2e84b,sub_732d3be623be40,usr_01011,29,paid,2025-01-15,pro
inv_6b0d9d17dd4f45,sub_732d3be623be40,usr_01011,29,paid,2025-02-14,pro
inv_9e481b8ad5d340,sub_732d3be623be40,usr_01011,29,paid,2025-03-16,pro
inv_911f3d32e2d04c,sub_a77a0050641045,usr_01022,29,paid,2024-04-22,pro
inv_af5d6f151d094c,sub_b5dcdb97558a40,usr_01027,29,paid,2024-04-23,pro
inv_c6d49a441c6049,sub_b5dcdb97558a40,usr_01027,29,paid,2024-05-23,pro
inv_2999a4ee4c1546,sub_b5dcdb97558a40,usr_01027,29,paid,2024-06-22,pro
inv_fbe841a8e5bc48,sub_b5dcdb97558a40,usr_01027,29,paid,2024-07-22,pro
inv_f423b2a0263545,sub_b5dcdb97558a40,usr_01027,29,paid,2024-08-21,pro
inv_0e1201d8fae842,sub_b5dcdb97558a40,usr_01027,29,paid,2024-09-20,pro
inv_7dcc65ef313049,sub_b5dcdb97558a40,usr_01027,29,paid,2024-10-20,pro
inv_6802ac6ba98546,sub_b5dcdb97558a40,usr_01027,29,paid,2024-11-19,pro
inv_d6d2b97638d44d,sub_b5dcdb97558a40,usr_01027,29,paid,2024-12-19,pro
inv_0342c17037df4e,sub_b5dcdb97558a40,usr_01027,29,paid,2025-01-18,pro
inv_4547b245908d4a,sub_b5dcdb97558a40,usr_01027,29,paid,2025-02-17,pro
inv_67e3d136f6fc48,sub_b5dcdb97558a40,usr_01027,29,paid,2025-03-19,pro
inv_5a1a300e8a5640,sub_d6600fea479c4e,usr_01035,29,paid,2024-04-24,pro
inv_1ebd8ed911d24c,sub_d6600fea479c4e,usr_01035,29,paid,2024-05-24,pro
inv_8772013303e842,sub_d6600fea479c4e,usr_01035,29,failed,2024-06-23,pro
inv_0200cf5562784a,sub_3192da87880e47,usr_01037,29,paid,2024-04-24,pro
inv_567179df58e54b,sub_3192da87880e47,usr_01037,29,paid,2024-05-24,pro
inv_f28752fc97f646,sub_3192da87880e47,usr_01037,29,paid,2024-06-23,pro
inv_5f3d4e1bfc5345,sub_3192da87880e47,usr_01037,29,paid,2024-07-23,pro
inv_bd0ef1874ede4f,sub_3192da87880e47,usr_01037,29,failed,2024-08-22,pro
inv_5265de47c26349,sub_3192da87880e47,usr_01037,29,paid,2024-09-21,pro
inv_6708f940274c42,sub_3192da87880e47,usr_01037,29,paid,2024-10-21,pro
inv_f5cda33f971d4f,sub_3192da87880e47,usr_01037,29,paid,2024-11-20,pro
inv_167c0b6a3a5447,sub_1f0f845a420046,usr_01040,29,paid,2024-04-24,pro
inv_e05091c19c424e,sub_1f0f845a420046,usr_01040,29,paid,2024-05-24,pro
inv_f7d25843b3be4d,sub_1f0f845a420046,usr_01040,29,paid,2024-06-23,pro
inv_6fd88449bc8f45,sub_1f0f845a420046,usr_01040,29,paid,2024-07-23,pro
inv_2bf9a4f60cc344,sub_1f0f845a420046,usr_01040,29,paid,2024-08-22,pro
inv_77011315bdc245,sub_1f0f845a420046,usr_01040,29,paid,2024-09-21,pro
inv_2dd48ce7f3bd45,sub_1f0f845a420046,usr_01040,29,paid,2024-10-21,pro
inv_8a58623dc38643,sub_1f0f845a420046,usr_01040,29,paid,2024-11-20,pro
inv_c85791995ea544,sub_1f0f845a420046,usr_01040,29,paid,2024-12-20,pro
inv_ac53621c28834b,sub_1f0f845a420046,usr_01040,29,paid,2025-01-19,pro
inv_0894b9ebde6e4d,sub_eb0d422beaa942,usr_01046,29,paid,2024-04-25,pro
inv_db2576f075f844,sub_eb0d422beaa942,usr_01046,29,paid,2024-05-25,pro
inv_600bcbee13714a,sub_eb0d422beaa942,usr_01046,29,paid,2024-06-24,pro
inv_d193ebd8af744f,sub_eb0d422beaa942,usr_01046,29,paid,2024-07-24,pro
inv_c0b681440fc147,sub_098145c50cf749,usr_01060,29,paid,2024-04-26,pro
inv_9ba214f34c1c4d,sub_098145c50cf749,usr_01060,29,paid,2024-05-26,pro
inv_2e94f6a8996f49,sub_098145c50cf749,usr_01060,29,paid,2024-06-25,pro
inv_c808570bab5c44,sub_098145c50cf749,usr_01060,29,paid,2024-07-25,pro
inv_68d001bcbc6445,sub_098145c50cf749,usr_01060,29,paid,2024-08-24,pro
inv_881a9a27f7c342,sub_098145c50cf749,usr_01060,29,paid,2024-09-23,pro
inv_a4ceb5d103034e,sub_098145c50cf749,usr_01060,29,paid,2024-10-23,pro
inv_f4210e4af87747,sub_098145c50cf749,usr_01060,29,paid,2024-11-22,pro
inv_3ac1d0f2f6b843,sub_098145c50cf749,usr_01060,29,paid,2024-12-22,pro
inv_de28e3fbd6fb43,sub_098145c50cf749,usr_01060,29,paid,2025-01-21,pro
inv_6bdc6162ec8544,sub_098145c50cf749,usr_01060,29,paid,2025-02-20,pro
inv_d8577c6b0a584b,sub_3e577291e4704a,usr_01071,79,paid,2024-04-27,business
inv_02fa2a076d9347,sub_3e577291e4704a,usr_01071,79,paid,2024-05-27,business
inv_34a5d2df9bd845,sub_3e577291e4704a,usr_01071,79,paid,2024-06-26,business
inv_179ad6ffb91545,sub_3e577291e4704a,usr_01071,79,paid,2024-07-26,business
inv_6fa16f1c5c9f4c,sub_3e577291e4704a,usr_01071,79,failed,2024-08-25,business
inv_5b6a72d3f1d640,sub_3e577291e4704a,usr_01071,79,paid,2024-09-24,business
inv_8a700e8b794d47,sub_3e577291e4704a,usr_01071,79,paid,2024-10-24,business
inv_7a7eb00bd22440,sub_3e577291e4704a,usr_01071,79,paid,2024-11-23,business
inv_bece4c28074b43,sub_3e577291e4704a,usr_01071,79,paid,2024-12-23,business
inv_afec2a2f487b4d,sub_3e577291e4704a,usr_01071,79,paid,2025-01-22,business
inv_06bd989b760049,sub_3e577291e4704a,usr_01071,79,paid,2025-02-21,business
inv_291726b4b8eb46,sub_3e577291e4704a,usr_01071,79,paid,2025-03-23,business
inv_663d44ceab9843,sub_3e577291e4704a,usr_01071,79,paid,2025-04-22,business
inv_f12a28b35fbf4e,sub_1ac84d31a0f34f,usr_01100,29,paid,2024-04-30,pro
inv_2038192bcae64a,sub_1ac84d31a0f34f,usr_01100,29,paid,2024-05-30,pro
inv_2af80458559d40,sub_1ac84d31a0f34f,usr_01100,29,failed,2024-06-29,pro
