pv_id,session_id,user_id,page,viewed_at,time_on_page_seconds,plan
pv_7e4904ec565b,sess_a9092ab5a9724e,usr_03561,/onboarding,2025-06-24 15:12:21,183,free
pv_3e60c86ff512,sess_a9092ab5a9724e,usr_03561,/dashboard,2025-06-24 15:15:31,462,free
pv_cd49253ec5a2,sess_a9092ab5a9724e,usr_03561,/onboarding,2025-06-24 15:17:35,458,free
pv_aac5bf456de8,sess_da05864d64684d,usr_03755,/billing,2025-03-09 14:34:36,273,business
pv_af248019f101,sess_da05864d64684d,usr_03755,/editor,2025-03-09 14:36:12,5,business
pv_ba70919920cd,sess_da05864d64684d,usr_03755,/team,2025-03-09 14:36:20,397,business
pv_e451c4ccd393,sess_da05864d64684d,usr_03755,/editor,2025-03-09 14:36:36,486,business
pv_f714fa2892a5,sess_da05864d64684d,usr_03755,/integrations,2025-03-09 14:38:32,439,business
pv_3f605261ddc6,sess_6ccccfd2f80745,usr_02669,/team,2025-05-04 16:22:28,422,pro
pv_b0d25d0edfe2,sess_6ccccfd2f80745,usr_02669,/explore,2025-05-04 16:23:30,256,pro
pv_45ba58110af2,sess_6ccccfd2f80745,usr_02669,/integrations,2025-05-04 16:23:14,294,pro
pv_c11ec52c63d6,sess_6ccccfd2f80745,usr_02669,/help,2025-05-04 16:26:43,254,pro
pv_286be55a8919,sess_6ccccfd2f80745,usr_02669,/settings,2025-05-04 16:30:00,585,pro
pv_0930dd2374a7,sess_f99b739009534f,usr_04750,/dashboard,2025-06-06 23:34:28,64,business
pv_863a3777297b,sess_f99b739009534f,usr_04750,/integrations,2025-06-06 23:34:51,489,business
pv_ff5daee94df6,sess_f99b739009534f,usr_04750,/billing,2025-06-06 23:37:44,86,business
pv_de4118bbc367,sess_f99b739009534f,usr_04750,/billing,2025-06-06 23:40:04,442,business
pv_06ea94ef945e,sess_f99b739009534f,usr_04750,/integrations,2025-06-06 23:38:00,508,business
pv_6c8bbc3f0729,sess_f99b739009534f,usr_04750,/templates,2025-06-06 23:41:43,212,business
pv_e35906e65762,sess_f99b739009534f,usr_04750,/settings,2025-06-06 23:45:52,251,business
pv_2a30ee66201c,sess_e460d98b4cac41,usr_00270,/onboarding,2024-04-27 05:34:00,85,free
pv_6f0de3eadddd,sess_e460d98b4cac41,usr_00270,/dashboard,2024-04-27 05:34:31,132,free
pv_0a2c6e9aa2fa,sess_e460d98b4cac41,usr_00270,/integrations,2024-04-27 05:35:14,566,free
pv_faaf27251c62,sess_e460d98b4cac41,usr_00270,/editor,2024-04-27 05:39:54,321,free
pv_c976377b6b96,sess_c4c004e3db0340,usr_03113,/settings,2025-06-06 02:24:49,289,business
pv_1a8b3209edc4,sess_c4c004e3db0340,usr_03113,/integrations,2025-06-06 02:26:04,521,business
pv_b0e1145f68cb,sess_c4c004e3db0340,usr_03113,/integrations,2025-06-06 02:27:43,361,business
pv_38da313d0e25,sess_c4c004e3db0340,usr_03113,/editor,2025-06-06 02:30:01,168,business
pv_21b968c48f5f,sess_c4c004e3db0340,usr_03113,/settings,2025-06-06 02:26:57,509,business
pv_49662ea275ff,sess_1a7782e47e4847,usr_04621,/billing,2025-06-10 08:44:05,557,free
pv_517476b36019,sess_824ce22de49843,usr_01659,/editor,2025-06-27 16:27:25,258,free
pv_691c2f0cd8a9,sess_824ce22de49843,usr_01659,/templates,2025-06-27 16:28:38,271,free
pv_ab44b9d29b7f,sess_824ce22de49843,usr_01659,/onboarding,2025-06-27 16:28:19,596,free
pv_7e7ad52134f6,sess_824ce22de49843,usr_01659,/help,2025-06-27 16:29:25,487,free
pv_4748766d11d9,sess_824ce22de49843,usr_01659,/integrations,2025-06-27 16:31:01,186,free
pv_8aa6c0a7bb9c,sess_824ce22de49843,usr_01659,/dashboard,2025-06-27 16:36:15,6,free
pv_05463d3f4ab9,sess_824ce22de49843,usr_01659,/templates,2025-06-27 16:31:25,81,free
pv_cefd6fafd206,sess_34031b3c5dbc40,usr_02795,/onboarding,2025-06-07 01:22:23,418,pro
pv_bc16c8c991a7,sess_34031b3c5dbc40,usr_02795,/team,2025-06-07 01:23:38,241,pro
pv_d13ba0bf673e,sess_34031b3c5dbc40,usr_02795,/onboarding,2025-06-07 01:25:39,355,pro
pv_f4bd0b0fa869,sess_34031b3c5dbc40,usr_02795,/onboarding,2025-06-07 01:24:56,265,pro
pv_5386d3fa21ec,sess_29ea12bc9c6748,usr_04941,/explore,2025-06-25 23:54:27,117,business
pv_dc01377ecd17,sess_92dec467d4414a,usr_00546,/team,2024-08-19 05:28:37,250,free
pv_3b32f142e1e6,sess_92dec467d4414a,usr_00546,/dashboard,2024-08-19 05:29:58,336,free
pv_1ba5b7a0ad2e,sess_92dec467d4414a,usr_00546,/onboarding,2024-08-19 05:32:13,227,free
pv_a4c7d44b2fc0,sess_92dec467d4414a,usr_00546,/settings,2024-08-19 05:30:46,153,free
pv_7dd1a4cb0cba,sess_92dec467d4414a,usr_00546,/explore,2024-08-19 05:34:09,275,free
pv_f9adf705a4e7,sess_92dec467d4414a,usr_00546,/integrations,2024-08-19 05:30:22,391,free
pv_b8adb9398555,sess_b72f8dd0992a41,usr_04571,/templates,2025-06-05 05:37:09,394,free
pv_bcbdccec54ba,sess_b72f8dd0992a41,usr_04571,/onboarding,2025-06-05 05:37:40,324,free
pv_9e8bc7ccd4e4,sess_b72f8dd0992a41,usr_04571,/integrations,2025-06-05 05:38:59,204,free
pv_e8a5fe77c613,sess_b72f8dd0992a41,usr_04571,/dashboard,2025-06-05 05:38:51,103,free
pv_f4d2e0f95956,sess_b72f8dd0992a41,usr_04571,/team,2025-06-05 05:39:41,141,free
pv_c8074557d687,sess_d01d5251d4c24c,usr_04821,/explore,2025-06-26 12:31:17,533,pro
pv_0d4cc5d5dbc9,sess_d01d5251d4c24c,usr_04821,/dashboard,2025-06-26 12:32:34,323,pro
pv_67b11cc7bcfc,sess_d01d5251d4c24c,usr_04821,/templates,2025-06-26 12:33:29,584,pro
pv_01d024d8e5d9,sess_d01d5251d4c24c,usr_04821,/integrations,2025-06-26 12:34:38,23,pro
pv_73e12d15ba56,sess_d01d5251d4c24c,usr_04821,/billing,2025-06-26 12:39:05,348,pro
pv_a0eb9a7777de,sess_d01d5251d4c24c,usr_04821,/team,2025-06-26 12:33:22,89,pro
pv_bf8f27de52c4,sess_d01d5251d4c24c,usr_04821,/explore,2025-06-26 12:41:47,103,pro
pv_a4f3ff474874,sess_3968d4cb42914e,usr_03264,/editor,2025-06-13 02:20:33,10,free
pv_7243dc25f98c,sess_3968d4cb42914e,usr_03264,/help,2025-06-13 02:21:25,458,free
pv_21e87c5b82ea,sess_3968d4cb42914e,usr_03264,/onboarding,2025-06-13 02:21:49,430,free
pv_3e9f0ca173a7,sess_3a1771e86d074e,usr_03707,/billing,2025-05-19 14:00:26,555,pro
pv_61ccf360ea7d,sess_3a1771e86d074e,usr_03707,/integrations,2025-05-19 14:02:18,309,pro
pv_27867555d04b,sess_3a1771e86d074e,usr_03707,/explore,2025-05-19 14:03:32,41,pro
pv_46ce8cea560f,sess_a751fe2d6d8247,usr_02435,/settings,2025-05-17 23:43:18,472,free
pv_e113a2a0714b,sess_a751fe2d6d8247,usr_02435,/team,2025-05-17 23:44:43,303,free
pv_ab59fa6ced91,sess_a751fe2d6d8247,usr_02435,/billing,2025-05-17 23:45:40,44,free
pv_a994e005ec44,sess_a751fe2d6d8247,usr_02435,/dashboard,2025-05-17 23:45:39,98,free
pv_aba9163aa51f,sess_a751fe2d6d8247,usr_02435,/team,2025-05-17 23:47:34,158,free
pv_db003c581de7,sess_76992b11b9cd4a,usr_03986,/help,2025-05-26 09:00:55,478,pro
pv_59b241ae9fb8,sess_76992b11b9cd4a,usr_03986,/dashboard,2025-05-26 09:01:45,28,pro
pv_cd24610d2e64,sess_76992b11b9cd4a,usr_03986,/help,2025-05-26 09:01:49,155,pro
pv_3b7fb9d8d8a6,sess_76992b11b9cd4a,usr_03986,/editor,2025-05-26 09:05:49,24,pro
pv_50001310b61d,sess_76992b11b9cd4a,usr_03986,/templates,2025-05-26 09:08:31,21,pro
pv_a3d15eb8fc8f,sess_76992b11b9cd4a,usr_03986,/templates,2025-05-26 09:10:40,397,pro
pv_56cdfa844754,sess_76992b11b9cd4a,usr_03986,/billing,2025-05-26 09:03:07,305,pro
pv_ffa46b288b93,sess_a175a6e061fa46,usr_00122,/billing,2024-12-04 21:08:02,528,business
pv_c3eb29c57ddf,sess_7bf8d676130e4b,usr_04732,/dashboard,2025-06-09 17:43:59,510,pro
pv_a02d832f5885,sess_7bf8d676130e4b,usr_04732,/team,2025-06-09 17:45:11,491,pro
pv_d1e8c0d42b83,sess_7bf8d676130e4b,usr_04732,/dashboard,2025-06-09 17:44:43,30,pro
pv_c4e165cd062c,sess_862ee5c12fc848,usr_02153,/templates,2024-09-09 16:21:10,135,business
pv_e255c7e68817,sess_862ee5c12fc848,usr_02153,/billing,2024-09-09 16:21:39,421,business
pv_d5d2cc6b5bc5,sess_862ee5c12fc848,usr_02153,/onboarding,2024-09-09 16:22:30,103,business
pv_c23d01f1e64c,sess_0c78bb367bdf49,usr_00767,/explore,2024-06-01 01:37:20,282,free
pv_0c0deaa2c57f,sess_0c78bb367bdf49,usr_00767,/team,2024-06-01 01:38:09,267,free
pv_f98cbda6e731,sess_0c78bb367bdf49,usr_00767,/editor,2024-06-01 01:40:28,297,free
pv_2da5c0e49a89,sess_0c78bb367bdf49,usr_00767,/settings,2024-06-01 01:40:59,470,free
pv_3d9b98a6fabc,sess_0c78bb367bdf49,usr_00767,/dashboard,2024-06-01 01:41:24,465,free
pv_cfbedc2586da,sess_0c78bb367bdf49,usr_00767,/dashboard,2024-06-01 01:42:10,98,free
pv_8ec01e5246a0,sess_0ef7880de77c45,usr_00849,/settings,2024-10-19 07:33:06,19,free
pv_a19fb558b2cb,sess_0ef7880de77c45,usr_00849,/editor,2024-10-19 07:33:29,365,free
pv_fb51604d94c2,sess_0ef7880de77c45,usr_00849,/editor,2024-10-19 07:35:10,386,free
pv_533620d5ab6d,sess_0ef7880de77c45,usr_00849,/billing,2024-10-19 07:34:21,483,free
pv_d2b82f77d1d1,sess_0b7c39b181394b,usr_01897,/dashboard,2025-05-13 06:18:07,223,pro
pv_e15c3337944b,sess_0b7c39b181394b,usr_01897,/templates,2025-05-13 06:18:34,53,pro
pv_ad77e7a13b07,sess_0b7c39b181394b,usr_01897,/onboarding,2025-05-13 06:19:49,377,pro
pv_1b08a75c10e1,sess_0b7c39b181394b,usr_01897,/onboarding,2025-05-13 06:20:40,220,pro
pv_3e73f15124bc,sess_0b7c39b181394b,usr_01897,/onboarding,2025-05-13 06:24:23,148,pro
pv_8eca877ad93d,sess_0b7c39b181394b,usr_01897,/integrations,2025-05-13 06:25:52,348,pro
pv_f56870d30d76,sess_40b0c85f4d8849,usr_04062,/explore,2025-05-04 01:51:44,60,pro
pv_1f7b97e110a5,sess_40b0c85f4d8849,usr_04062,/team,2025-05-04 01:52:40,117,pro
pv_2902e5d9221e,sess_93678d44803143,usr_03460,/integrations,2025-06-09 13:06:19,368,free
pv_5142c3e9731a,sess_93678d44803143,usr_03460,/team,2025-06-09 13:07:37,82,free
pv_63ace7832c1a,sess_93678d44803143,usr_03460,/team,2025-06-09 13:08:33,405,free
pv_a7edba7de4a0,sess_93678d44803143,usr_03460,/onboarding,2025-06-09 13:11:43,106,free
pv_1487a0863f66,sess_93678d44803143,usr_03460,/settings,2025-06-09 13:08:11,567,free
pv_6104b8965dc5,sess_93678d44803143,usr_03460,/integrations,2025-06-09 13:13:14,87,free
pv_667bf527775a,sess_93678d44803143,usr_03460,/team,2025-06-09 13:12:13,415,free
pv_141d1e8c8e15,sess_d6a64b1463e247,usr_00238,/editor,2024-08-17 17:24:33,484,pro
pv_f74f317afa0f,sess_d6a64b1463e247,usr_00238,/editor,2024-08-17 17:25:30,208,pro
pv_58996df4db41,sess_d6a64b1463e247,usr_00238,/integrations,2024-08-17 17:26:17,241,pro
pv_01eeff537427,sess_d6a64b1463e247,usr_00238,/billing,2024-08-17 17:26:00,129,pro
pv_b5dc85585977,sess_3dea17a0b5be44,usr_02195,/integrations,2025-02-15 12:15:26,76,pro
pv_1b345fb5dda3,sess_712d4b5691d54c,usr_00577,/explore,2025-01-03 22:54:57,233,pro
pv_7944940583ea,sess_712d4b5691d54c,usr_00577,/settings,2025-01-03 22:55:48,363,pro
pv_a307463c7879,sess_712d4b5691d54c,usr_00577,/explore,2025-01-03 22:57:45,400,pro
pv_9cdf2d9768c7,sess_712d4b5691d54c,usr_00577,/billing,2025-01-03 22:58:00,218,pro
pv_e27421280107,sess_712d4b5691d54c,usr_00577,/dashboard,2025-01-03 23:01:33,222,pro
pv_951d496cbbf2,sess_765b9f4dfae64c,usr_02457,/integrations,2024-12-19 03:29:47,122,pro
pv_136eb08dd6ec,sess_765b9f4dfae64c,usr_02457,/help,2024-12-19 03:30:27,496,pro
pv_a9acbd360237,sess_765b9f4dfae64c,usr_02457,/billing,2024-12-19 03:31:51,269,pro
pv_9dc28e0547cc,sess_765b9f4dfae64c,usr_02457,/templates,2024-12-19 03:30:53,331,pro
pv_eed9721bd405,sess_765b9f4dfae64c,usr_02457,/templates,2024-12-19 03:31:39,153,pro
pv_7e35a968b56d,sess_765b9f4dfae64c,usr_02457,/templates,2024-12-19 03:32:52,71,pro
pv_2033fd5243b8,sess_e6555912ec2b41,usr_00415,/editor,2025-03-09 05:57:28,505,free
pv_bb40279b4d1a,sess_cdf5a35fe3ce42,usr_02510,/editor,2024-10-10 06:20:41,517,business
pv_7d89cee23ce0,sess_cdf5a35fe3ce42,usr_02510,/team,2024-10-10 06:21:08,30,business
pv_ccbc423cf9cb,sess_80bae0ddeae140,usr_03140,/help,2025-05-08 17:00:36,148,free
pv_d5e9f9f42304,sess_80bae0ddeae140,usr_03140,/billing,2025-05-08 17:01:37,514,free
pv_a032615a9f60,sess_80bae0ddeae140,usr_03140,/explore,2025-05-08 17:02:18,499,free
pv_197b9669fd8c,sess_9237019c251644,usr_00057,/help,2024-06-30 08:08:16,7,free
pv_d59a758bcaf2,sess_9237019c251644,usr_00057,/dashboard,2024-06-30 08:09:25,249,free
pv_7a2180fde92b,sess_9237019c251644,usr_00057,/billing,2024-06-30 08:10:42,240,free
pv_4e72cf5d858b,sess_9237019c251644,usr_00057,/editor,2024-06-30 08:11:10,387,free
pv_da9777aca7ba,sess_9237019c251644,usr_00057,/integrations,2024-06-30 08:11:08,52,free
pv_414d3bd014ca,sess_1d55c03c50f942,usr_00988,/templates,2024-10-01 16:45:56,203,business
pv_d6ad6068ca72,sess_1d55c03c50f942,usr_00988,/onboarding,2024-10-01 16:46:31,136,business
pv_c866e16fcd12,sess_1d55c03c50f942,usr_00988,/billing,2024-10-01 16:49:16,324,business
pv_7e7cc541b748,sess_db82b4e3335244,usr_01508,/dashboard,2024-12-22 21:08:18,482,business
pv_6ef21020be17,sess_db82b4e3335244,usr_01508,/team,2024-12-22 21:10:09,155,business
pv_884a2e2237d5,sess_db82b4e3335244,usr_01508,/integrations,2024-12-22 21:09:20,304,business
pv_dca127bc6119,sess_db82b4e3335244,usr_01508,/team,2024-12-22 21:13:30,24,business
pv_60ce57b18b97,sess_db82b4e3335244,usr_01508,/onboarding,2024-12-22 21:12:26,317,business
pv_180f0cbdfade,sess_23c78f56e2aa41,usr_01038,/dashboard,2024-09-16 20:12:19,325,pro
pv_8ab65f6a5fa8,sess_23c78f56e2aa41,usr_01038,/settings,2024-09-16 20:13:41,146,pro
pv_fa1612c6540a,sess_de4b3869797b49,usr_03381,/integrations,2025-04-09 12:21:18,309,free
pv_99c05b4ba0cd,sess_de4b3869797b49,usr_03381,/team,2025-04-09 12:22:02,442,free
pv_5f8ad53a1c69,sess_de4b3869797b49,usr_03381,/explore,2025-04-09 12:24:12,11,free
pv_6716854b5c24,sess_05b4cc03001340,usr_01885,/billing,2024-08-28 10:16:06,291,business
pv_b700f1d0545a,sess_05b4cc03001340,usr_01885,/templates,2024-08-28 10:16:35,381,business
pv_b360b9bd219b,sess_05b4cc03001340,usr_01885,/templates,2024-08-28 10:18:42,79,business
pv_68260de2a24c,sess_05b4cc03001340,usr_01885,/billing,2024-08-28 10:17:33,40,business
pv_bae45b71ab8b,sess_05b4cc03001340,usr_01885,/explore,2024-08-28 10:23:50,65,business
pv_4aefbb79de83,sess_05b4cc03001340,usr_01885,/onboarding,2024-08-28 10:18:41,303,business
pv_82d91c45ee2c,sess_05b4cc03001340,usr_01885,/integrations,2024-08-28 10:23:36,534,business
pv_a2e2b7b73ebe,sess_05b4cc03001340,usr_01885,/help,2024-08-28 10:29:17,521,business
pv_85c6c49913fe,sess_fbfeee66be8547,usr_01780,/integrations,2025-06-11 16:50:56,115,free
pv_0972925e892f,sess_d1255cacad5e4e,usr_02982,/team,2025-06-28 03:20:30,253,free
pv_9b9c78872044,sess_d1255cacad5e4e,usr_02982,/integrations,2025-06-28 03:21:19,243,free
pv_63ac26458c89,sess_d1255cacad5e4e,usr_02982,/help,2025-06-28 03:23:40,307,free
pv_6ea22dca4a84,sess_d1255cacad5e4e,usr_02982,/team,2025-06-28 03:21:33,216,free
pv_ee0fe8c070dd,sess_d1255cacad5e4e,usr_02982,/templates,2025-06-28 03:28:18,159,free
pv_bec3a03bcc33,sess_67dc961728124a,usr_02896,/templates,2025-01-22 01:05:29,590,pro
pv_6ac045209500,sess_67dc961728124a,usr_02896,/integrations,2025-01-22 01:06:41,281,pro
pv_6a33539cccb8,sess_67dc961728124a,usr_02896,/dashboard,2025-01-22 01:07:37,368,pro
pv_2a819b9bbefc,sess_67dc961728124a,usr_02896,/explore,2025-01-22 01:07:11,432,pro
pv_3087c3eaceac,sess_df5ce846dc7942,usr_02879,/editor,2025-03-22 11:13:50,282,pro
pv_711acee8c236,sess_df5ce846dc7942,usr_02879,/settings,2025-03-22 11:14:12,467,pro
pv_ac102f169a27,sess_df5ce846dc7942,usr_02879,/help,2025-03-22 11:16:40,242,pro
pv_f161c414cc87,sess_df5ce846dc7942,usr_02879,/editor,2025-03-22 11:17:14,250,pro
pv_a81014d8eb9a,sess_df5ce846dc7942,usr_02879,/integrations,2025-03-22 11:19:38,292,pro
pv_a35cbccad610,sess_df5ce846dc7942,usr_02879,/settings,2025-03-22 11:21:55,396,pro
pv_8403dc281aab,sess_df5ce846dc7942,usr_02879,/dashboard,2025-03-22 11:24:56,345,pro
pv_8ac4aef9cfcf,sess_022a82c20afb48,usr_02028,/integrations,2024-12-05 10:31:05,513,business
pv_2d32361b022e,sess_022a82c20afb48,usr_02028,/team,2024-12-05 10:32:03,110,business
pv_a63677bb2387,sess_022a82c20afb48,usr_02028,/editor,2024-12-05 10:32:53,195,business
pv_9a361168b429,sess_022a82c20afb48,usr_02028,/templates,2024-12-05 10:37:02,214,business
pv_a0ad19c05718,sess_022a82c20afb48,usr_02028,/explore,2024-12-05 10:33:29,432,business
pv_e287e0a6325e,sess_022a82c20afb48,usr_02028,/templates,2024-12-05 10:38:35,336,business
pv_c7e0cddc7ca0,sess_022a82c20afb48,usr_02028,/help,2024-12-05 10:40:17,402,business
pv_fe3833ab370f,sess_1fa28f2ced0f43,usr_01132,/billing,2024-09-18 16:17:26,6,pro
pv_2e5ef0cd2595,sess_1fa28f2ced0f43,usr_01132,/help,2024-09-18 16:18:35,555,pro
pv_c4901388651a,sess_1fa28f2ced0f43,usr_01132,/integrations,2024-09-18 16:20:40,276,pro
pv_44aea9917e72,sess_1fa28f2ced0f43,usr_01132,/settings,2024-09-18 16:18:26,46,pro
pv_be0c808c997d,sess_1fa28f2ced0f43,usr_01132,/billing,2024-09-18 16:24:02,365,pro
pv_05cacd038bca,sess_e99d5c8b0b3b45,usr_01549,/onboarding,2025-03-13 16:13:58,486,free
pv_141b63ed4af1,sess_e99d5c8b0b3b45,usr_01549,/editor,2025-03-13 16:14:29,416,free
pv_541bc52eabb5,sess_e99d5c8b0b3b45,usr_01549,/team,2025-03-13 16:15:04,187,free
pv_d21062508dde,sess_e99d5c8b0b3b45,usr_01549,/dashboard,2025-03-13 16:18:40,21,free
pv_d942866b5626,sess_e99d5c8b0b3b45,usr_01549,/dashboard,2025-03-13 16:21:58,243,free
pv_fbac4c3296f2,sess_e99d5c8b0b3b45,usr_01549,/editor,2025-03-13 16:21:28,560,free
pv_0e76bb4cea5f,sess_963383c65e6a44,usr_00523,/dashboard,2025-01-04 00:09:08,413,pro
pv_b11827493067,sess_963383c65e6a44,usr_00523,/explore,2025-01-04 00:09:44,157,pro
pv_2fb9a1eb6662,sess_963383c65e6a44,usr_00523,/templates,2025-01-04 00:10:32,223,pro
pv_de30c7c6f1f8,sess_a00365eac2ed46,usr_04994,/help,2025-06-29 09:30:28,49,pro
pv_8ae6c534bbd4,sess_a00365eac2ed46,usr_04994,/billing,2025-06-29 09:31:51,192,pro
pv_492b9be9a668,sess_a00365eac2ed46,usr_04994,/templates,2025-06-29 09:33:42,486,pro
pv_2d62ebf22bd7,sess_a00365eac2ed46,usr_04994,/settings,2025-06-29 09:36:16,75,pro
pv_cddb2bcf590f,sess_a00365eac2ed46,usr_04994,/templates,2025-06-29 09:37:56,145,pro
pv_5fc9379fdbe6,sess_fa1a72fca25b42,usr_02971,/templates,2025-05-03 05:16:13,203,business
pv_abfe0c533464,sess_fa1a72fca25b42,usr_02971,/help,2025-05-03 05:18:12,543,business
pv_6071b93dd185,sess_fa1a72fca25b42,usr_02971,/editor,2025-05-03 05:19:47,257,business
pv_4fb89f9ab1a2,sess_fa1a72fca25b42,usr_02971,/team,2025-05-03 05:20:28,269,business
pv_1b0348faf227,sess_fa1a72fca25b42,usr_02971,/help,2025-05-03 05:23:37,352,business
pv_dcb35f4fd54c,sess_fa1a72fca25b42,usr_02971,/integrations,2025-05-03 05:26:13,178,business
pv_3979914aa261,sess_fa1a72fca25b42,usr_02971,/settings,2025-05-03 05:24:49,401,business
pv_3db5fac59a4d,sess_480aa1f4abca47,usr_00027,/editor,2024-10-07 03:01:23,534,free
pv_0c4c2977c531,sess_480aa1f4abca47,usr_00027,/integrations,2024-10-07 03:02:38,110,free
pv_08bbf9d74fc5,sess_480aa1f4abca47,usr_00027,/settings,2024-10-07 03:05:23,130,free
pv_3d3b7b8b5eb0,sess_480aa1f4abca47,usr_00027,/templates,2024-10-07 03:03:38,167,free
pv_2824bef61a97,sess_480aa1f4abca47,usr_00027,/settings,2024-10-07 03:04:11,342,free
pv_5e9693f68bde,sess_480aa1f4abca47,usr_00027,/settings,2024-10-07 03:10:18,193,free
pv_5384b43fc29e,sess_3311424c1cb84e,usr_00367,/explore,2024-02-14 19:55:54,336,pro
pv_e1d5aaa9621d,sess_3311424c1cb84e,usr_00367,/editor,2024-02-14 19:56:54,552,pro
pv_29ebf3e7b20c,sess_3311424c1cb84e,usr_00367,/explore,2024-02-14 19:59:36,237,pro
pv_625e269873b0,sess_3311424c1cb84e,usr_00367,/templates,2024-02-14 20:00:57,333,pro
pv_27c250407507,sess_79eff3ca6a7447,usr_00829,/dashboard,2025-06-17 12:16:27,506,free
pv_e82470bfd847,sess_79eff3ca6a7447,usr_00829,/team,2025-06-17 12:17:47,347,free
pv_f2562f600261,sess_79eff3ca6a7447,usr_00829,/editor,2025-06-17 12:19:51,170,free
pv_e37e2537ad1e,sess_79eff3ca6a7447,usr_00829,/dashboard,2025-06-17 12:17:33,124,free
pv_5b94c2c81c3f,sess_79eff3ca6a7447,usr_00829,/onboarding,2025-06-17 12:22:27,561,free
pv_5bd4b9c6c616,sess_79eff3ca6a7447,usr_00829,/dashboard,2025-06-17 12:26:27,370,free
pv_ef82e7b42405,sess_f22a81fa64174c,usr_03423,/integrations,2025-04-18 04:39:35,412,free
pv_f01a80eb9cd7,sess_f22a81fa64174c,usr_03423,/integrations,2025-04-18 04:41:02,67,free
pv_7da1a037c598,sess_f22a81fa64174c,usr_03423,/dashboard,2025-04-18 04:41:13,598,free
pv_b3cd748dc5b6,sess_f22a81fa64174c,usr_03423,/billing,2025-04-18 04:45:29,327,free
pv_83151514c87a,sess_f22a81fa64174c,usr_03423,/integrations,2025-04-18 04:44:43,195,free
pv_981c97307b45,sess_f22a81fa64174c,usr_03423,/editor,2025-04-18 04:47:50,269,free
pv_594c36c78d28,sess_27ef9d0f9bcb4f,usr_01145,/dashboard,2025-06-27 14:42:37,97,pro
pv_95f886d7ac63,sess_27ef9d0f9bcb4f,usr_01145,/dashboard,2025-06-27 14:44:23,271,pro
pv_43edc6d35e60,sess_27ef9d0f9bcb4f,usr_01145,/help,2025-06-27 14:45:21,485,pro
pv_7d2dd8662389,sess_27ef9d0f9bcb4f,usr_01145,/templates,2025-06-27 14:45:49,551,pro
pv_62984e38f3f4,sess_27ef9d0f9bcb4f,usr_01145,/explore,2025-06-27 14:44:13,107,pro
pv_d3933f5e9d36,sess_27ef9d0f9bcb4f,usr_01145,/editor,2025-06-27 14:49:57,405,pro
pv_af1bfe71cf14,sess_27ef9d0f9bcb4f,usr_01145,/onboarding,2025-06-27 14:50:01,365,pro
pv_0085b00a56a9,sess_f54e33e6b27e4e,usr_04863,/integrations,2025-06-27 18:26:00,308,business
pv_0a70ef20d764,sess_b2012943b34b4d,usr_01257,/templates,2025-02-26 04:26:35,419,pro
pv_b29bfc17442d,sess_b2012943b34b4d,usr_01257,/editor,2025-02-26 04:28:02,224,pro
pv_14f149688216,sess_b2012943b34b4d,usr_01257,/editor,2025-02-26 04:28:23,421,pro
pv_417e2e1be511,sess_49ab4bf56f1049,usr_00214,/team,2025-01-28 22:11:04,567,pro
pv_5e026cdf5598,sess_49ab4bf56f1049,usr_00214,/integrations,2025-01-28 22:12:34,439,pro
pv_07d3ce76defd,sess_49ab4bf56f1049,usr_00214,/integrations,2025-01-28 22:12:50,35,pro
pv_c36da1d66ac0,sess_49ab4bf56f1049,usr_00214,/help,2025-01-28 22:13:10,54,pro
pv_eb06d0ac4810,sess_ca12edf2439d4a,usr_02133,/settings,2025-01-10 18:31:40,148,pro
pv_f2f732d7e719,sess_ca12edf2439d4a,usr_02133,/editor,2025-01-10 18:33:12,566,pro
pv_1a7fe1a48f7b,sess_ca12edf2439d4a,usr_02133,/editor,2025-01-10 18:32:34,307,pro
pv_9091d7d836e3,sess_4eadf7bf7d8a49,usr_02898,/help,2025-01-28 07:11:55,327,free
pv_22eb24c7f21a,sess_4eadf7bf7d8a49,usr_02898,/onboarding,2025-01-28 07:12:23,430,free
pv_31fd2efe1f2f,sess_4eadf7bf7d8a49,usr_02898,/editor,2025-01-28 07:15:37,348,free
pv_6b02edef80df,sess_4eadf7bf7d8a49,usr_02898,/explore,2025-01-28 07:13:22,74,free
pv_1eaf6bbe1a79,sess_4eadf7bf7d8a49,usr_02898,/templates,2025-01-28 07:15:39,134,free
pv_3f9beb1f72af,sess_4eadf7bf7d8a49,usr_02898,/help,2025-01-28 07:21:10,464,free
pv_c4edfbd3f3ad,sess_4eadf7bf7d8a49,usr_02898,/settings,2025-01-28 07:22:25,387,free
pv_c9ae8a49ad37,sess_4eadf7bf7d8a49,usr_02898,/team,2025-01-28 07:14:29,115,free
pv_c898edd0645b,sess_2f6738829f0a49,usr_03106,/help,2024-12-28 23:10:45,527,pro
pv_43cf66548dec,sess_2f6738829f0a49,usr_03106,/settings,2024-12-28 23:11:23,408,pro
pv_44dd7511b895,sess_2f6738829f0a49,usr_03106,/help,2024-12-28 23:13:59,143,pro
pv_7b745b09cb93,sess_2f6738829f0a49,usr_03106,/help,2024-12-28 23:12:12,111,pro
pv_a333842df323,sess_2f6738829f0a49,usr_03106,/dashboard,2024-12-28 23:16:57,86,pro
pv_d103f6f45016,sess_2f6738829f0a49,usr_03106,/settings,2024-12-28 23:20:05,243,pro
