usage_id,user_id,feature,plan,usage_count,first_used_date,last_used_date
fu_c590045cbac2,usr_02196,doc_editor,free,24,2024-09-28,2025-04-13
fu_f3963bb5684c,usr_04950,comments,free,11,2025-06-28,2025-06-24
fu_392856dfa131,usr_04950,ai_write,free,19,2025-06-26,2025-06-25
fu_97f3625c9c0f,usr_04950,version_history,free,27,2025-06-25,2025-06-24
fu_6eb5672442c2,usr_04950,doc_editor,free,5,2025-06-26,2025-06-26
fu_6b583ab774bb,usr_04950,template_picker,free,12,2025-06-28,2025-06-27
fu_94c6fa36f76f,usr_03757,comments,free,14,2025-04-30,2025-05-28
fu_5a81942fd1dc,usr_03757,grammar_fix,free,24,2025-05-22,2025-04-21
fu_6678a3a4f19c,usr_03757,doc_editor,free,13,2025-03-13,2025-06-14
fu_03f439c8a874,usr_03757,export_pdf,free,4,2025-04-28,2025-05-31
fu_57b0b9145fd7,usr_03757,export_docx,free,18,2025-05-11,2025-03-05
fu_ad8ee44ed792,usr_02961,template_picker,pro,25,2024-11-29,2025-03-25
fu_da3ed507c14a,usr_02961,brand_voice,pro,8,2025-02-03,2024-12-16
fu_54e673ce5958,usr_02961,seo_check,pro,26,2025-05-17,2024-12-05
fu_17b5b86d0c84,usr_02961,ai_rewrite,pro,12,2025-04-06,2025-02-03
fu_c36ef591afcf,usr_02961,collaboration,pro,29,2025-06-22,2025-03-30
fu_4ba471a9bd7a,usr_02961,comments,pro,13,2025-03-22,2024-11-22
fu_24577490b249,usr_02961,export_pdf,pro,10,2025-02-01,2025-05-05
fu_890d9c052f3c,usr_02961,grammar_fix,pro,20,2025-01-05,2025-02-23
fu_c314b4682c1f,usr_02961,ai_write,pro,14,2025-02-23,2024-12-09
fu_74bbcc1294b3,usr_02961,version_history,pro,29,2025-06-23,2025-05-09
fu_f05b0d7c242a,usr_02961,export_docx,pro,28,2024-12-29,2024-11-25
fu_a280432425f1,usr_01469,comments,business,64,2025-03-14,2024-12-08
fu_a73cb1bc77a6,usr_01469,seo_check,business,60,2024-09-13,2025-01-02
fu_db7a8e7de24b,usr_01469,export_docx,business,52,2025-03-01,2024-12-31
fu_8ff3040ad301,usr_01469,ai_rewrite,business,33,2024-06-24,2025-04-18
fu_4ae7000ecf99,usr_02647,template_picker,free,29,2024-11-14,2024-11-10
fu_c0e4cdac28e0,usr_02647,export_pdf,free,14,2025-01-19,2024-10-23
fu_2099f355f559,usr_02647,ai_write,free,1,2024-11-19,2024-11-05
fu_fd457f4aa6bb,usr_02647,comments,free,19,2024-12-04,2024-12-10
fu_7c82daa17931,usr_02647,version_history,free,2,2025-05-26,2025-03-27
fu_bdb4bede2fa5,usr_01077,ai_write,free,28,2024-08-30,2024-04-30
fu_957c5295f64a,usr_01077,template_picker,free,17,2024-07-27,2024-11-11
fu_1eb32a3c439c,usr_01272,grammar_fix,business,50,2025-02-02,2025-02-24
fu_26f4a9742b3a,usr_01272,comments,business,73,2025-02-08,2025-04-19
fu_e0ed79c7bed0,usr_01272,ai_write,business,39,2024-10-18,2025-01-29
fu_25916479ed4a,usr_01272,export_docx,business,37,2025-01-09,2024-07-21
fu_3600ca3cfad8,usr_01272,doc_editor,business,48,2024-11-21,2024-10-30
fu_e2de0e83b877,usr_01272,brand_voice,business,21,2024-08-17,2025-01-14
fu_b758d3399847,usr_01272,seo_check,business,4,2024-10-02,2025-04-19
fu_63d2ea25c93f,usr_01272,version_history,business,5,2024-08-30,2025-03-29
fu_e06643b9c92d,usr_01272,collaboration,business,16,2024-06-04,2025-06-05
fu_3e0ded9b4c91,usr_01272,export_pdf,business,40,2024-05-28,2024-11-24
fu_63e7e7a5dd99,usr_01272,template_picker,business,68,2025-04-29,2025-05-20
fu_ab72e78a1546,usr_01272,ai_rewrite,business,5,2025-06-04,2024-10-29
fu_03f3444ddc9f,usr_03399,ai_rewrite,pro,4,2025-04-10,2025-01-26
fu_4310b76e450b,usr_03399,brand_voice,pro,20,2025-02-08,2025-01-26
fu_6afe96ee41fc,usr_03399,collaboration,pro,10,2025-02-24,2025-05-04
fu_b55d2656790a,usr_03399,comments,pro,25,2025-03-23,2025-01-11
fu_bc8b6e7b5b8c,usr_03399,version_history,pro,11,2025-03-12,2025-04-28
fu_6a38548bb68c,usr_03149,ai_write,free,28,2025-02-04,2025-02-27
fu_a357800345ed,usr_03149,template_picker,free,8,2024-12-31,2025-05-16
fu_0fc73e75e4d8,usr_03149,export_pdf,free,22,2025-06-16,2025-06-16
fu_bdbf8d6f40aa,usr_04811,version_history,free,7,2025-06-17,2025-06-11
fu_654dca5321d6,usr_04811,doc_editor,free,24,2025-06-28,2025-06-12
fu_7791ab1ae9bd,usr_04811,comments,free,18,2025-06-16,2025-06-12
fu_b3fa50cfdcb9,usr_04811,ai_rewrite,free,9,2025-06-28,2025-06-18
fu_983c61c6f481,usr_04811,template_picker,free,11,2025-06-13,2025-06-25
fu_b2b86d0f6aab,usr_02619,brand_voice,business,4,2025-01-04,2025-01-08
fu_3dced86dd129,usr_02619,ai_rewrite,business,14,2025-02-10,2024-11-13
fu_f641d4672c62,usr_02619,ai_write,business,71,2025-02-28,2025-04-01
fu_1bf7a7491384,usr_02619,grammar_fix,business,63,2025-01-23,2025-05-05
fu_bbb061f6e439,usr_02619,doc_editor,business,38,2024-12-09,2024-12-08
fu_34f37a407e76,usr_02619,seo_check,business,62,2025-01-07,2024-12-19
fu_fc6aabd9bc0a,usr_02619,collaboration,business,30,2025-02-21,2025-03-10
fu_0f7e064c42bc,usr_02619,comments,business,37,2025-06-26,2025-04-08
fu_0ec489b42743,usr_02619,export_pdf,business,1,2024-12-21,2025-06-14
fu_a5963f1b4d2b,usr_02619,version_history,business,55,2025-02-06,2025-01-11
fu_7a3b2aeed868,usr_00206,grammar_fix,free,15,2024-11-12,2025-01-09
fu_73022530a8ec,usr_00206,version_history,free,29,2024-06-22,2024-02-04
fu_f327cebbd448,usr_00206,doc_editor,free,11,2025-03-27,2025-06-12
fu_1c457bb36ca6,usr_00206,ai_rewrite,free,3,2024-08-31,2025-04-01
fu_222b7f7e2169,usr_00206,export_pdf,free,8,2025-06-15,2024-03-25
fu_9b2cc5e15c02,usr_00206,comments,free,14,2025-03-05,2025-06-04
fu_b7c39b1834cb,usr_03463,comments,free,13,2025-05-05,2025-02-10
fu_53cfd211b468,usr_03463,ai_write,free,11,2025-03-27,2025-01-17
fu_8151b693c36d,usr_03463,export_pdf,free,5,2025-04-12,2025-04-10
fu_86d565e51f42,usr_03463,grammar_fix,free,22,2025-02-07,2025-02-01
fu_32c90f87cc19,usr_03463,doc_editor,free,8,2025-04-12,2025-04-11
fu_e980d7443dad,usr_03463,ai_rewrite,free,4,2025-04-16,2025-03-05
fu_c8c6deb9b9df,usr_03463,export_docx,free,27,2025-06-04,2025-05-01
fu_447d1ff63742,usr_03463,version_history,free,9,2025-01-30,2025-02-01
fu_19f362145c5c,usr_03463,template_picker,free,21,2025-04-02,2025-05-10
fu_0860c534dc63,usr_01701,comments,free,23,2024-09-25,2024-11-11
fu_a0a465f4eedb,usr_01485,version_history,free,5,2024-10-15,2024-07-17
fu_e954a3c57709,usr_01485,comments,free,28,2025-03-29,2024-11-22
fu_b0787b782030,usr_01485,grammar_fix,free,23,2025-02-11,2024-07-07
fu_2527fd8a3a9b,usr_01485,template_picker,free,8,2025-05-15,2025-05-27
fu_6fa9b8cd2563,usr_01485,doc_editor,free,15,2024-11-27,2024-12-12
fu_ae631d1ce315,usr_01485,ai_rewrite,free,6,2025-06-17,2025-02-17
fu_8ceb6e6180b5,usr_02886,grammar_fix,pro,12,2025-04-27,2025-06-11
fu_11c0bcd725e7,usr_02886,doc_editor,pro,20,2025-06-18,2024-12-21
fu_448391d123aa,usr_03469,version_history,free,8,2025-02-12,2025-04-03
fu_74da360f8924,usr_03469,ai_rewrite,free,11,2025-04-21,2025-01-19
fu_668c567ac260,usr_03469,comments,free,28,2025-01-28,2025-04-16
fu_be5dabccbedc,usr_03469,ai_write,free,8,2025-06-20,2025-04-16
fu_7a2159c3971c,usr_03469,export_pdf,free,24,2025-03-05,2025-02-28
fu_58c12365d083,usr_03469,grammar_fix,free,26,2025-06-28,2025-02-14
fu_ac60315ec5da,usr_04293,ai_rewrite,free,23,2025-06-16,2025-05-27
fu_4d2b33c764f9,usr_04293,doc_editor,free,8,2025-05-21,2025-04-18
fu_65cb3f75259f,usr_04293,comments,free,6,2025-05-09,2025-05-21
fu_91a27923d66f,usr_04293,ai_write,free,15,2025-06-11,2025-05-14
fu_f729bf2e5405,usr_01565,template_picker,free,10,2025-02-05,2024-08-25
fu_86fd42074595,usr_01565,ai_write,free,22,2025-04-10,2025-06-15
fu_9e09b9e7a6ad,usr_01565,version_history,free,20,2025-03-20,2025-04-16
fu_9d465705cd7b,usr_01565,export_pdf,free,7,2024-06-27,2024-10-13
fu_6b6a3ed9a2dc,usr_04744,ai_write,pro,8,2025-06-05,2025-06-09
fu_1261717e77f0,usr_04744,brand_voice,pro,23,2025-06-14,2025-06-10
fu_f0f28f4d4e91,usr_04744,export_pdf,pro,7,2025-06-22,2025-06-05
fu_ab55585c2070,usr_04744,comments,pro,10,2025-06-15,2025-06-25
fu_fd48762dedd6,usr_04744,ai_rewrite,pro,26,2025-06-11,2025-06-26
fu_dfeed1305286,usr_04744,doc_editor,pro,28,2025-06-06,2025-06-13
fu_88af7c98dbe9,usr_04744,template_picker,pro,12,2025-06-16,2025-06-26
fu_99fb17627997,usr_04744,export_docx,pro,20,2025-06-28,2025-06-07
fu_7142df62321d,usr_01801,ai_rewrite,free,7,2024-09-15,2025-03-31
fu_7e1f57a90d3c,usr_01801,template_picker,free,25,2025-02-27,2025-03-17
fu_4d070e095331,usr_01801,export_pdf,free,11,2024-08-20,2025-02-14
fu_219ac92a5686,usr_01801,ai_write,free,19,2025-05-20,2025-01-22
fu_ff2e38d6e350,usr_01801,export_docx,free,28,2024-10-01,2024-10-16
fu_f58278a89e4b,usr_01801,doc_editor,free,5,2024-11-07,2025-03-30
fu_d0aa60a229a4,usr_01801,comments,free,27,2025-01-22,2025-03-07
fu_03a121ca1172,usr_02954,ai_write,free,9,2025-02-05,2025-06-28
fu_35d76240b999,usr_02954,doc_editor,free,7,2025-05-29,2025-06-18
fu_93f51799bb7d,usr_02954,template_picker,free,15,2025-04-03,2025-05-21
fu_a77ad1601284,usr_02954,version_history,free,14,2025-01-03,2025-05-02
fu_67f7fa9c7c8e,usr_03909,grammar_fix,free,8,2025-04-22,2025-06-06
fu_efa3e509cd60,usr_03909,doc_editor,free,11,2025-03-30,2025-04-01
fu_ee36bab24cda,usr_03909,ai_write,free,16,2025-04-18,2025-03-26
fu_866d3dfdb0ae,usr_03909,ai_rewrite,free,10,2025-05-25,2025-04-23
fu_14e793a45191,usr_03909,template_picker,free,23,2025-05-09,2025-04-07
fu_d7ed90d83243,usr_03909,export_pdf,free,30,2025-03-26,2025-04-16
fu_75d8ae49911b,usr_03909,export_docx,free,10,2025-06-17,2025-06-24
fu_d373eb9fca6d,usr_03909,version_history,free,7,2025-05-21,2025-05-18
fu_f7b19f488dcb,usr_03909,comments,free,22,2025-05-10,2025-06-27
fu_4ba424fe57c9,usr_03660,template_picker,pro,23,2025-06-12,2025-05-30
fu_5d2841b87942,usr_03660,comments,pro,8,2025-04-04,2025-04-18
fu_8194f73422e8,usr_03660,collaboration,pro,5,2025-06-03,2025-05-01
fu_602444f32dd0,usr_03660,version_history,pro,23,2025-02-19,2025-06-05
fu_3969b5096bd5,usr_03660,ai_rewrite,pro,29,2025-04-20,2025-06-07
fu_916b4c9b240d,usr_03660,doc_editor,pro,22,2025-03-24,2025-04-08
fu_81e8bc9adeea,usr_03660,seo_check,pro,21,2025-03-23,2025-03-21
fu_dc903cb1ffdb,usr_03660,brand_voice,pro,17,2025-06-15,2025-06-20
fu_d49b6512b5b4,usr_04665,template_picker,free,23,2025-06-23,2025-06-01
fu_cac557d0e83a,usr_04665,export_docx,free,28,2025-06-01,2025-05-31
fu_9c314d25d34a,usr_04665,ai_write,free,2,2025-06-16,2025-06-08
fu_24729aca8b80,usr_04665,doc_editor,free,21,2025-05-29,2025-06-26
fu_15b97a549ce4,usr_04665,ai_rewrite,free,30,2025-06-24,2025-06-22
fu_351d3ca95e22,usr_00920,comments,free,29,2024-06-03,2024-06-25
fu_ccfedfb2860a,usr_00920,version_history,free,22,2024-05-09,2024-11-25
fu_eac8f4242e5c,usr_00920,ai_write,free,17,2024-05-29,2024-05-20
fu_b401e70b0954,usr_00920,export_docx,free,3,2024-06-30,2025-01-19
fu_4ed235543a66,usr_00920,ai_rewrite,free,26,2024-12-06,2024-10-20
fu_76289e175587,usr_00920,doc_editor,free,24,2024-06-18,2024-12-27
fu_df80f0b777b3,usr_00920,template_picker,free,18,2025-03-10,2025-06-24
fu_580e2975595e,usr_00920,grammar_fix,free,29,2025-05-01,2024-07-29
fu_49947e3dd068,usr_00920,export_pdf,free,9,2024-07-15,2025-01-31
fu_bfa698a7abe2,usr_04063,export_docx,pro,20,2025-04-06,2025-06-22
fu_b9c7acbbf06c,usr_04063,export_pdf,pro,16,2025-04-03,2025-05-20
fu_c2f02a42445e,usr_00129,version_history,free,24,2024-10-11,2024-01-26
fu_30fc169b058c,usr_00129,ai_write,free,10,2025-02-18,2025-05-14
fu_656958d7e162,usr_00129,comments,free,20,2025-04-14,2025-04-11
fu_c0a919ec4f00,usr_00129,export_pdf,free,2,2024-12-19,2025-06-20
fu_b1b728d800e7,usr_00129,export_docx,free,26,2025-04-17,2024-01-26
fu_1a92c5a61def,usr_01843,export_docx,free,12,2024-09-13,2025-03-14
fu_39c5098df926,usr_01843,ai_rewrite,free,25,2025-01-01,2025-05-08
fu_c2afffbfca9f,usr_04468,grammar_fix,business,64,2025-06-09,2025-05-25
fu_913745e53883,usr_04468,brand_voice,business,58,2025-05-10,2025-05-16
fu_06d1301a321e,usr_04468,ai_rewrite,business,55,2025-05-18,2025-05-11
fu_ec746c6d2d28,usr_01709,template_picker,pro,14,2025-05-04,2024-07-18
fu_cd5152424950,usr_01709,version_history,pro,17,2025-05-22,2025-05-16
fu_0c0902439fc4,usr_01709,export_pdf,pro,10,2025-04-26,2024-12-13
fu_50cfd837584b,usr_01709,ai_write,pro,22,2024-11-12,2024-11-24
fu_5869b615cf91,usr_01709,doc_editor,pro,30,2024-11-08,2024-09-01
fu_ea41e046e0fe,usr_01709,collaboration,pro,4,2025-02-04,2024-12-10
fu_e224825000b9,usr_01709,seo_check,pro,25,2024-11-20,2025-04-15
fu_062ac3a504d1,usr_01709,comments,pro,13,2024-12-31,2024-10-21
fu_33b8b29acee2,usr_01094,ai_write,free,2,2025-01-31,2024-07-14
fu_f3de7238f365,usr_01094,grammar_fix,free,2,2025-03-10,2024-08-05
fu_355f9d87819e,usr_01094,template_picker,free,12,2024-08-14,2025-04-08
fu_09424b8fb203,usr_01094,ai_rewrite,free,9,2024-06-30,2024-05-10
fu_3ee0967c03ee,usr_01094,export_docx,free,30,2025-02-27,2025-05-20
fu_6001504cd848,usr_01094,export_pdf,free,1,2025-06-17,2025-03-11
fu_949aebbc654b,usr_01094,doc_editor,free,8,2025-01-22,2025-02-28
fu_f4fb9fc19b4a,usr_01094,version_history,free,12,2025-02-12,2024-12-22
fu_1db8ecf98306,usr_00936,collaboration,pro,14,2025-05-23,2024-11-22
fu_d9288a152163,usr_00936,export_pdf,pro,23,2024-09-16,2024-07-29
fu_5b9d2e7d65f9,usr_00936,grammar_fix,pro,25,2024-06-13,2024-12-29
fu_198baf0a607e,usr_02722,template_picker,business,62,2025-03-01,2025-04-29
fu_3f20f430027d,usr_02722,grammar_fix,business,67,2025-05-14,2025-03-14
fu_be7e0f4a65ac,usr_02722,doc_editor,business,11,2025-03-21,2025-02-07
fu_178b69922911,usr_02722,comments,business,19,2025-02-28,2025-01-19
fu_e7ec9ed83df0,usr_02722,collaboration,business,52,2025-01-29,2025-01-04
fu_825f34aa2749,usr_02722,export_docx,business,62,2025-01-25,2025-05-06
fu_7be6f374aa4e,usr_01120,template_picker,pro,20,2024-12-20,2024-05-21
fu_1a655e771d09,usr_01120,comments,pro,8,2024-11-10,2024-07-22
fu_b4ef74646714,usr_01120,collaboration,pro,5,2024-10-07,2025-03-17
fu_f0d0e0c2768d,usr_01120,ai_rewrite,pro,24,2025-01-14,2025-01-04
fu_96f41555076f,usr_01120,export_pdf,pro,23,2025-06-23,2025-06-21
fu_b831ea5ae371,usr_01120,brand_voice,pro,7,2024-09-05,2025-06-17
fu_141e2f9b6cec,usr_01120,seo_check,pro,10,2025-03-13,2024-11-18
fu_d07b8a091259,usr_01120,doc_editor,pro,25,2024-10-04,2025-01-10
fu_145e23a922ac,usr_01120,ai_write,pro,5,2024-12-28,2024-08-26
fu_3636704e57b6,usr_01120,grammar_fix,pro,16,2024-12-13,2025-01-07
fu_622587234e4b,usr_02611,export_docx,free,8,2025-03-22,2025-02-19
fu_789883fcf96a,usr_02611,ai_rewrite,free,26,2025-06-28,2024-12-27
fu_721c544e4cd9,usr_02611,ai_write,free,29,2024-12-18,2025-05-10
fu_ff1447e07777,usr_02611,doc_editor,free,17,2025-01-28,2025-03-02
fu_05932f7c3fef,usr_02611,export_pdf,free,20,2025-03-13,2025-02-16
fu_c7bc18e33785,usr_02611,comments,free,9,2025-02-18,2024-12-03
fu_828a66cc6948,usr_02611,template_picker,free,7,2025-02-23,2025-03-02
fu_98352f651525,usr_02611,version_history,free,13,2024-11-24,2025-04-13
fu_ef74053f2381,usr_02611,grammar_fix,free,6,2025-01-12,2024-12-07
fu_48d1537f9504,usr_04033,export_docx,free,20,2025-06-22,2025-05-09
fu_936999052c6e,usr_04231,export_docx,free,1,2025-04-27,2025-05-15
fu_87300a2e8c48,usr_04231,grammar_fix,free,21,2025-05-31,2025-04-18
fu_3df96a36ecc1,usr_04231,ai_write,free,7,2025-05-18,2025-05-24
fu_4551767dd5c0,usr_04231,ai_rewrite,free,3,2025-05-16,2025-06-11
fu_952b5eae5699,usr_04231,doc_editor,free,19,2025-04-29,2025-06-08
fu_8702dd1fadbc,usr_04231,comments,free,21,2025-06-11,2025-04-28
fu_f34fa23f468d,usr_01139,version_history,pro,16,2024-07-09,2024-09-29
fu_a04dcde525e8,usr_01139,seo_check,pro,13,2025-06-25,2024-07-21
fu_4dbd11e611e4,usr_01139,export_docx,pro,11,2024-09-26,2024-08-07
fu_1fdb9b529378,usr_00747,doc_editor,pro,4,2024-11-11,2024-09-04
fu_1173b4a4bd7c,usr_00747,ai_rewrite,pro,11,2025-03-09,2024-10-28
fu_90c5889c935a,usr_00747,ai_write,pro,24,2024-11-22,2024-11-28
fu_d97dd9fb195a,usr_00747,seo_check,pro,12,2024-08-05,2025-01-10
fu_bd6a81fee8cc,usr_00747,template_picker,pro,20,2025-02-22,2024-10-12
fu_8003b643b459,usr_00747,export_docx,pro,27,2025-02-15,2024-05-22
fu_5bd7d203a506,usr_00747,collaboration,pro,5,2025-03-14,2025-06-19
fu_2b93778e61b7,usr_00747,brand_voice,pro,23,2024-08-10,2025-05-05
fu_976975f6faca,usr_00747,export_pdf,pro,21,2025-06-27,2025-03-05
fu_a026770c34cd,usr_02891,grammar_fix,free,30,2025-05-18,2025-04-01
fu_d1fdddb2c970,usr_02891,export_docx,free,23,2025-05-11,2025-02-15
fu_1cf890d6ba5e,usr_02891,ai_rewrite,free,5,2025-03-12,2025-01-27
fu_b46a5b92e808,usr_02891,comments,free,4,2025-05-29,2025-01-17
fu_c064cc31501d,usr_02891,export_pdf,free,3,2025-02-02,2025-02-03
fu_0e4e37351682,usr_02891,ai_write,free,10,2025-06-12,2025-06-05
fu_fa2d9f3f9c6d,usr_02891,version_history,free,16,2025-02-15,2025-02-13
fu_faeb4da47182,usr_02891,template_picker,free,18,2024-12-18,2025-04-29
fu_6992ec034efb,usr_03258,template_picker,business,12,2025-02-23,2025-02-08
fu_3e1671a890ed,usr_03258,collaboration,business,31,2025-06-29,2025-04-12
fu_22fa31014ad3,usr_03258,brand_voice,business,20,2025-04-16,2025-02-12
fu_11afece31021,usr_03258,ai_write,business,9,2025-03-10,2025-01-16
fu_813a244e4530,usr_03258,version_history,business,61,2025-01-29,2025-01-29
fu_5bfee7bc6edf,usr_01502,ai_write,free,10,2025-05-05,2024-09-27
fu_c0e5ea1384a2,usr_01502,grammar_fix,free,15,2025-03-03,2024-11-19
fu_fe9006f9a826,usr_01502,ai_rewrite,free,11,2024-11-03,2024-09-21
fu_f468a6433036,usr_01502,doc_editor,free,21,2024-12-10,2025-01-08
fu_b0fd580474a3,usr_01502,comments,free,18,2025-01-29,2025-03-14
fu_a0e54aff0f86,usr_01502,export_pdf,free,23,2025-06-19,2024-11-12
fu_05f50da50ec9,usr_01502,export_docx,free,21,2024-08-05,2025-03-15
fu_61bd7db2d9f4,usr_01502,template_picker,free,3,2025-03-13,2025-05-03
fu_41800c9cd70e,usr_01502,version_history,free,28,2024-08-28,2024-12-12
fu_0763d8561938,usr_03846,template_picker,pro,15,2025-03-07,2025-04-19
fu_60c2e4892527,usr_03846,export_pdf,pro,12,2025-04-10,2025-06-25
fu_a446398ab4ba,usr_03846,ai_rewrite,pro,13,2025-04-26,2025-06-22
fu_31b86b414b3a,usr_03846,seo_check,pro,30,2025-03-30,2025-03-27
fu_b43361588068,usr_03846,brand_voice,pro,7,2025-04-22,2025-03-04
fu_f8ab33e40c1d,usr_03846,comments,pro,15,2025-05-27,2025-03-27
fu_0e124709be78,usr_03846,ai_write,pro,24,2025-03-10,2025-03-12
fu_c72598130288,usr_03846,export_docx,pro,10,2025-03-06,2025-04-11
fu_304036a3ab42,usr_02015,export_docx,free,3,2025-05-23,2024-10-18
fu_0875916a1533,usr_02015,doc_editor,free,15,2024-10-26,2025-04-08
fu_43e9a6963293,usr_02015,version_history,free,10,2025-05-14,2025-01-25
fu_e73349d31158,usr_02015,ai_write,free,1,2025-03-03,2024-12-14
fu_98deb48926b4,usr_02015,template_picker,free,12,2025-03-25,2025-02-26
fu_1a9c3204a3a0,usr_02015,ai_rewrite,free,2,2024-09-09,2024-10-23
fu_c16cee37a851,usr_02015,grammar_fix,free,28,2025-01-16,2025-04-22
fu_bacabf46c015,usr_02015,export_pdf,free,19,2024-12-15,2024-11-27
fu_eeecfe86ad78,usr_02015,comments,free,22,2024-09-22,2025-02-08
fu_168d8a88897d,usr_04457,version_history,free,12,2025-06-17,2025-06-14
fu_a7d1293bf3be,usr_04457,export_pdf,free,30,2025-06-27,2025-06-11
fu_3201340d1c6b,usr_04457,grammar_fix,free,13,2025-05-31,2025-06-15
fu_8eb63289d825,usr_04457,template_picker,free,8,2025-06-20,2025-05-19
fu_9f1b4c7fa106,usr_04457,ai_write,free,11,2025-06-18,2025-05-14
fu_8d83ffbc1773,usr_04457,comments,free,1,2025-05-16,2025-06-23
fu_0049f67603e0,usr_04144,ai_rewrite,free,18,2025-06-09,2025-05-19
fu_ac7766c795f3,usr_04144,ai_write,free,17,2025-05-30,2025-04-14
fu_0bc43ce1cc28,usr_04144,comments,free,29,2025-06-06,2025-04-16
fu_dde4e6150b42,usr_03480,template_picker,business,14,2025-04-01,2025-06-25
fu_ca5b01e47b50,usr_03480,export_docx,business,12,2025-06-01,2025-06-13
fu_ba36b3f9ae7c,usr_03480,comments,business,29,2025-05-30,2025-04-26
fu_74ecca4134c9,usr_03480,ai_write,business,49,2025-04-20,2025-03-11
fu_d19564990a18,usr_03480,brand_voice,business,24,2025-05-12,2025-05-06
fu_91d8137302d3,usr_03480,ai_rewrite,business,56,2025-06-27,2025-01-25
fu_f19f9ac9c602,usr_03480,seo_check,business,39,2025-03-17,2025-05-08
fu_1ea4766a5cc4,usr_01158,brand_voice,pro,20,2025-01-02,2025-05-31
fu_6865fef9a7fe,usr_01158,comments,pro,26,2024-08-30,2024-07-16
fu_dadb10fce33a,usr_01158,export_pdf,pro,15,2024-06-23,2025-06-21
fu_2599e5da0925,usr_01158,export_docx,pro,14,2024-11-10,2024-08-08
fu_4d3e295f1b7e,usr_01158,grammar_fix,pro,16,2025-05-30,2024-10-07
fu_cacb748ad407,usr_01158,seo_check,pro,23,2025-05-06,2025-02-23
fu_3477c7a1d127,usr_01158,ai_write,pro,7,2024-07-20,2024-11-05
fu_9e65443cf92a,usr_01158,version_history,pro,7,2024-08-05,2024-06-27
fu_3cbb5ae65430,usr_01266,grammar_fix,free,24,2025-02-26,2024-09-02
fu_d96701995637,usr_01266,doc_editor,free,11,2024-09-26,2024-05-30
fu_4aa4761fdeef,usr_01266,ai_write,free,28,2024-11-01,2024-06-24
fu_7b7dcf0af8f6,usr_01266,ai_rewrite,free,4,2025-05-27,2025-06-11
fu_fbfb38451a84,usr_01266,comments,free,19,2025-05-27,2024-10-27
fu_d31570f79aee,usr_01266,export_docx,free,20,2024-11-02,2024-09-13
fu_f0cec5ecaf97,usr_01266,version_history,free,2,2025-06-06,2025-04-22
fu_292595f3f8aa,usr_01266,export_pdf,free,10,2024-09-20,2025-01-18
fu_b618cfa2459e,usr_03370,grammar_fix,free,1,2025-03-21,2025-01-12
fu_199432aaaef2,usr_03370,ai_rewrite,free,17,2025-05-27,2025-04-01
fu_e1481d622b34,usr_03370,comments,free,10,2025-01-23,2025-04-27
fu_bd37ffc9e25e,usr_03370,ai_write,free,19,2025-03-30,2025-03-09
fu_8740035aa3cf,usr_03370,export_docx,free,7,2025-06-22,2025-02-28
fu_d3da42c87f8e,usr_03078,doc_editor,free,9,2025-02-12,2025-02-05
fu_3be906db0694,usr_03078,export_docx,free,5,2025-04-21,2025-04-27
fu_02048d6d7876,usr_03078,template_picker,free,14,2025-03-02,2024-12-25
fu_2b7c5e995164,usr_03078,export_pdf,free,30,2025-02-22,2025-06-22
fu_45b26ca775aa,usr_03078,ai_rewrite,free,11,2025-02-02,2025-03-23
fu_2ec0bd8bb839,usr_03078,comments,free,22,2024-12-29,2025-03-14
fu_f363afa00625,usr_03078,grammar_fix,free,6,2025-03-17,2025-06-14
fu_fb2280321552,usr_03078,version_history,free,20,2025-01-19,2025-03-05
fu_9dd24ffc9b22,usr_03078,ai_write,free,6,2025-03-20,2025-05-01
fu_1e0e74f07712,usr_00018,ai_rewrite,free,6,2024-12-10,2024-02-09
fu_357a79332936,usr_00018,grammar_fix,free,7,2025-06-25,2025-01-17
fu_1c6a66cdf7fd,usr_00018,export_pdf,free,28,2024-12-05,2025-04-05
fu_a487688d8b76,usr_00018,doc_editor,free,10,2025-04-07,2025-06-18
fu_5e71a06559da,usr_00018,comments,free,17,2024-01-17,2024-03-06
fu_0a924fa1c057,usr_00018,version_history,free,12,2025-05-26,2024-08-21
fu_5f9dd9315301,usr_00018,ai_write,free,22,2024-12-08,2024-02-17
fu_0695d5e5209a,usr_01532,grammar_fix,business,40,2025-03-25,2024-07-18
fu_7174592cce59,usr_01532,ai_rewrite,business,33,2025-06-11,2025-03-30
fu_5248834660c3,usr_01532,collaboration,business,25,2024-06-29,2024-07-26
fu_5618010c555b,usr_01532,comments,business,49,2025-03-13,2025-06-03
fu_dedeba594582,usr_01532,doc_editor,business,17,2024-07-09,2024-12-13
fu_25d71036a416,usr_01532,seo_check,business,51,2025-05-14,2024-10-24
fu_ec39163dedb1,usr_01532,export_pdf,business,53,2025-06-04,2025-05-13
fu_4c905739d0f8,usr_04203,grammar_fix,free,23,2025-05-06,2025-04-14
fu_ef28ade78332,usr_04203,comments,free,28,2025-05-18,2025-05-12
fu_3f1ea0551d36,usr_04203,export_pdf,free,17,2025-06-26,2025-04-22
fu_1768cf12243c,usr_04203,ai_rewrite,free,3,2025-05-21,2025-06-07
fu_234e0dbea63e,usr_04203,template_picker,free,22,2025-04-17,2025-06-10
