touch_id,target_id,is_existing_user,touch_type,owner,sent_at,responded,sequence_step
touch_aacc1bff8278,usr_00860,True,voicemail,bob@writely.ai,2025-06-20,False,5
touch_c9181e95b78b,usr_04520,True,follow_up_email,bob@writely.ai,2025-01-10,False,1
touch_097ee0cc46bf,usr_04520,True,voicemail,alice@writely.ai,2025-01-17,False,2
touch_bfc39ed36d8d,usr_03193,True,cold_email,bob@writely.ai,2025-01-22,False,1
touch_37015b896443,usr_03193,True,linkedin_dm,bob@writely.ai,2025-01-25,False,2
touch_ee835c3ab674,usr_03193,True,linkedin_dm,carol@writely.ai,2025-02-01,False,3
touch_b6031a1f0f55,usr_03193,True,voicemail,bob@writely.ai,2025-02-03,False,4
touch_b9ef58ed60d9,usr_03193,True,follow_up_email,alice@writely.ai,2025-02-07,False,5
touch_8f25ac233f90,usr_03774,True,follow_up_email,carol@writely.ai,2024-06-26,False,1
touch_630dad0ca83d,usr_03774,True,voicemail,alice@writely.ai,2024-07-02,False,2
touch_4e9152926f47,usr_03774,True,voicemail,bob@writely.ai,2024-07-08,False,3
touch_602236503089,usr_00466,True,follow_up_email,carol@writely.ai,2024-12-06,False,1
touch_b43a6671c4a9,usr_00466,True,cold_email,bob@writely.ai,2024-12-11,False,2
touch_39230442f3b5,usr_00466,True,linkedin_inmail,alice@writely.ai,2024-12-16,False,3
touch_c6b0dedbdc22,usr_00466,True,voicemail,carol@writely.ai,2024-12-24,False,4
touch_c6365b3c7f81,usr_04608,True,linkedin_inmail,bob@writely.ai,2025-01-01,False,1
touch_405c3a57ac1d,usr_04608,True,voicemail,alice@writely.ai,2025-01-05,False,2
touch_37dde9925ec4,usr_04608,True,linkedin_dm,alice@writely.ai,2025-01-09,False,3
touch_0c489ee382a9,usr_04608,True,linkedin_inmail,alice@writely.ai,2025-01-22,False,4
touch_c4e0a0598899,usr_00315,True,follow_up_email,alice@writely.ai,2025-03-27,False,1
touch_53b4f0519056,usr_00315,True,linkedin_inmail,alice@writely.ai,2025-04-03,False,2
touch_16961462da9b,usr_00315,True,follow_up_email,bob@writely.ai,2025-04-06,False,3
touch_843b9ebde227,usr_00315,True,cold_email,alice@writely.ai,2025-04-17,False,4
touch_64eca72193d7,usr_04052,True,voicemail,alice@writely.ai,2025-05-12,False,1
touch_62b5c185d3c9,usr_02106,True,linkedin_dm,alice@writely.ai,2025-01-30,False,1
touch_0082bb8ec2cb,usr_02106,True,follow_up_email,bob@writely.ai,2025-02-06,False,2
touch_4e9eae0132d6,usr_02106,True,voicemail,alice@writely.ai,2025-02-07,False,3
touch_8cde2bcd62e4,usr_02106,True,voicemail,bob@writely.ai,2025-02-20,False,4
touch_06bdcfbc34f7,usr_02106,True,cold_email,alice@writely.ai,2025-02-07,False,5
touch_14f0aa2478e8,usr_04675,True,linkedin_inmail,alice@writely.ai,2025-04-06,True,1
touch_8475af4fb920,usr_04675,True,call,alice@writely.ai,2025-04-09,False,2
touch_efce46b418db,usr_04675,True,call,alice@writely.ai,2025-04-10,False,3
touch_7a6480584b27,usr_01856,True,voicemail,bob@writely.ai,2025-05-18,False,1
touch_10fb5077d7d7,usr_01856,True,voicemail,alice@writely.ai,2025-05-20,False,2
touch_310c0fd51963,usr_01856,True,call,alice@writely.ai,2025-05-24,False,3
touch_ed0a6df80c86,usr_01856,True,call,carol@writely.ai,2025-05-27,False,4
touch_88c9fd8db7a0,usr_01856,True,follow_up_email,carol@writely.ai,2025-06-11,True,5
touch_cba8938c5753,usr_01334,True,call,alice@writely.ai,2025-04-17,False,1
touch_ef865a3a6905,usr_01907,True,linkedin_inmail,bob@writely.ai,2025-04-14,False,1
touch_545e13dabc7a,usr_01907,True,follow_up_email,bob@writely.ai,2025-04-19,False,2
touch_1c823357e647,usr_02890,True,linkedin_dm,alice@writely.ai,2025-03-21,False,1
touch_8e028d6f997f,usr_02890,True,linkedin_dm,carol@writely.ai,2025-03-24,False,2
touch_243d724452bd,usr_03890,True,linkedin_dm,alice@writely.ai,2024-10-09,False,1
touch_b3c76e0b69cf,usr_03890,True,follow_up_email,carol@writely.ai,2024-10-16,False,2
touch_d23b2b74577b,usr_00943,True,voicemail,carol@writely.ai,2024-04-15,False,1
touch_2394e63fa03f,usr_00441,True,linkedin_dm,bob@writely.ai,2025-02-20,False,1
touch_e2063bd29204,usr_00441,True,voicemail,alice@writely.ai,2025-02-23,False,2
touch_acf232136834,usr_00441,True,voicemail,carol@writely.ai,2025-02-24,False,3
touch_0d05f40d0d06,usr_00441,True,linkedin_dm,alice@writely.ai,2025-02-26,False,4
touch_b28e02a67a44,usr_00243,True,linkedin_inmail,alice@writely.ai,2024-09-02,True,1
touch_f9ef5cff13ce,usr_01593,True,linkedin_dm,alice@writely.ai,2024-10-27,False,1
touch_e905605abea0,usr_01593,True,cold_email,alice@writely.ai,2024-11-01,False,2
touch_047ac5708502,usr_01593,True,call,alice@writely.ai,2024-11-06,False,3
touch_e35a5736336c,usr_01593,True,voicemail,bob@writely.ai,2024-11-14,False,4
touch_a00d864753ed,usr_04220,True,cold_email,alice@writely.ai,2025-05-12,False,1
touch_c6f99128122a,usr_04220,True,voicemail,carol@writely.ai,2025-05-17,False,2
touch_59daa74083b2,usr_04220,True,linkedin_inmail,alice@writely.ai,2025-05-22,False,3
touch_0ec89aab0c7e,usr_02489,True,call,bob@writely.ai,2025-06-16,False,1
touch_4118e5220899,usr_02489,True,linkedin_dm,carol@writely.ai,2025-06-18,False,2
touch_4113b85acb4a,usr_02489,True,voicemail,alice@writely.ai,2025-06-26,False,3
touch_3626b35e8347,usr_02489,True,voicemail,bob@writely.ai,2025-06-25,False,4
touch_e31ee9ac44f5,usr_02489,True,linkedin_inmail,bob@writely.ai,2025-06-24,False,5
touch_430ccc04cb86,usr_01260,True,voicemail,carol@writely.ai,2024-09-27,False,1
touch_77bdafc141a7,usr_02071,True,cold_email,bob@writely.ai,2024-10-11,True,1
touch_3f427cbefc88,usr_02071,True,follow_up_email,carol@writely.ai,2024-10-17,False,2
touch_e71d5993a4d8,usr_02071,True,follow_up_email,bob@writely.ai,2024-10-21,False,3
touch_f798b8ccff61,usr_02228,True,linkedin_dm,alice@writely.ai,2024-08-24,False,1
touch_eebc1c0c06e1,usr_02228,True,cold_email,carol@writely.ai,2024-08-29,False,2
touch_49f076b7d0e0,usr_00859,True,cold_email,bob@writely.ai,2025-03-05,False,1
touch_5f87d1abee64,usr_01549,True,voicemail,bob@writely.ai,2025-03-26,False,1
touch_9ee722561cc1,usr_01549,True,cold_email,carol@writely.ai,2025-04-02,False,2
touch_aac2d2e034c2,usr_04047,True,linkedin_inmail,carol@writely.ai,2024-08-15,True,1
touch_ec73617c329b,usr_04047,True,linkedin_inmail,alice@writely.ai,2024-08-20,False,2
touch_5f79c4cfda2a,usr_04047,True,voicemail,bob@writely.ai,2024-08-19,False,3
touch_9203c497431c,usr_02278,True,follow_up_email,alice@writely.ai,2024-10-01,True,1
touch_af1d3f4da7b8,usr_00220,True,cold_email,carol@writely.ai,2025-05-14,False,1
touch_c831fc64fee2,usr_02421,True,voicemail,bob@writely.ai,2025-01-07,False,1
touch_70a4a0ac5d1e,usr_03058,True,cold_email,carol@writely.ai,2024-05-01,False,1
touch_9a7669b698ee,usr_03058,True,linkedin_inmail,carol@writely.ai,2024-05-04,False,2
touch_05fd74d657ab,usr_01190,True,linkedin_dm,carol@writely.ai,2025-04-16,False,1
touch_4d86ae07a3d6,usr_02437,True,follow_up_email,alice@writely.ai,2025-03-30,False,1
touch_c1c7b33dfa00,usr_04004,True,linkedin_dm,alice@writely.ai,2025-02-09,False,1
touch_dc435447750a,usr_04004,True,linkedin_inmail,carol@writely.ai,2025-02-14,False,2
touch_9d11bdc17c88,usr_04004,True,linkedin_inmail,bob@writely.ai,2025-02-19,False,3
touch_33d78411849f,usr_04004,True,follow_up_email,bob@writely.ai,2025-02-18,False,4
touch_d7a2889fa4d5,usr_04451,True,call,bob@writely.ai,2024-05-20,False,1
touch_e26cff3b27ae,usr_04451,True,linkedin_inmail,carol@writely.ai,2024-05-22,False,2
touch_a27fd8253b6e,usr_04451,True,follow_up_email,bob@writely.ai,2024-06-01,False,3
touch_b142d3b2f9a7,usr_03445,True,voicemail,alice@writely.ai,2025-01-19,False,1
touch_59e9e9011b4c,usr_01634,True,linkedin_inmail,bob@writely.ai,2024-06-11,False,1
touch_4ca9df211cdd,usr_02522,True,call,alice@writely.ai,2025-01-19,False,1
touch_4e2752e0dccc,usr_02522,True,follow_up_email,alice@writely.ai,2025-01-24,False,2
touch_befced210a41,usr_02522,True,follow_up_email,carol@writely.ai,2025-01-25,False,3
touch_afc942cff1c1,usr_02522,True,cold_email,alice@writely.ai,2025-02-06,False,4
touch_140eaa71388a,usr_02522,True,cold_email,bob@writely.ai,2025-01-27,False,5
touch_113a32bc2bb2,usr_01927,True,linkedin_dm,bob@writely.ai,2024-08-13,False,1
touch_3572bdfceaf5,usr_01927,True,linkedin_dm,carol@writely.ai,2024-08-19,False,2
touch_79c48588fd98,usr_01234,True,cold_email,carol@writely.ai,2025-04-01,False,1
touch_27f3c9154bfd,usr_01234,True,cold_email,bob@writely.ai,2025-04-08,False,2
touch_935f1eac1d17,usr_01234,True,cold_email,alice@writely.ai,2025-04-07,False,3
touch_c2f811a2402d,usr_01234,True,follow_up_email,alice@writely.ai,2025-04-13,False,4
touch_e2021c3ebeac,usr_01234,True,voicemail,alice@writely.ai,2025-04-09,False,5
touch_8a796705b8b2,usr_02688,True,voicemail,carol@writely.ai,2024-09-05,False,1
touch_e098df7df240,usr_02688,True,follow_up_email,alice@writely.ai,2024-09-12,False,2
touch_acdd90742cb8,usr_02688,True,voicemail,alice@writely.ai,2024-09-15,False,3
touch_f6a7d0ffea1a,usr_02616,True,voicemail,bob@writely.ai,2024-11-01,True,1
touch_81c02eef0d1d,usr_02616,True,cold_email,carol@writely.ai,2024-11-04,False,2
touch_a6f122cccdc4,usr_02616,True,call,carol@writely.ai,2024-11-05,False,3
touch_f85a051e5036,usr_02616,True,call,carol@writely.ai,2024-11-10,False,4
touch_a73bb0e071da,usr_02616,True,voicemail,carol@writely.ai,2024-11-21,False,5
touch_f2b22c72627f,usr_03865,True,linkedin_dm,carol@writely.ai,2025-06-09,False,1
touch_4a6dc6d898c3,usr_03865,True,linkedin_dm,alice@writely.ai,2025-06-16,False,2
touch_f322cbc7292d,usr_03865,True,follow_up_email,alice@writely.ai,2025-06-15,False,3
touch_2d88af48b8b0,usr_02166,True,linkedin_dm,carol@writely.ai,2025-03-29,False,1
touch_b5469c5c3c2c,usr_02166,True,linkedin_dm,alice@writely.ai,2025-04-01,False,2
touch_f689a03b5ff7,usr_00791,True,linkedin_inmail,bob@writely.ai,2025-01-26,False,1
touch_425f1720a061,usr_00791,True,linkedin_dm,carol@writely.ai,2025-01-28,False,2
touch_66f8b33cb230,usr_00791,True,call,alice@writely.ai,2025-02-07,False,3
touch_19b1dcbbb049,usr_00791,True,linkedin_dm,carol@writely.ai,2025-02-07,True,4
touch_08c58b014700,usr_00791,True,cold_email,bob@writely.ai,2025-02-11,False,5
touch_edf8e88ae5e8,usr_04028,True,voicemail,carol@writely.ai,2024-03-16,False,1
touch_dea0a8400ba1,usr_04028,True,follow_up_email,carol@writely.ai,2024-03-20,True,2
touch_866fa7f6337e,usr_01552,True,voicemail,alice@writely.ai,2025-02-01,False,1
touch_4633a5651481,usr_01552,True,follow_up_email,alice@writely.ai,2025-02-06,False,2
touch_8d06133bf7fa,usr_01552,True,linkedin_dm,carol@writely.ai,2025-02-15,True,3
touch_cb393e47a648,usr_03759,True,call,carol@writely.ai,2024-03-23,True,1
touch_7059efc6af56,usr_03759,True,cold_email,alice@writely.ai,2024-03-28,False,2
touch_3ee5d25eb8bb,usr_03759,True,follow_up_email,alice@writely.ai,2024-03-27,False,3
touch_2096899b0df2,usr_03759,True,voicemail,carol@writely.ai,2024-03-29,False,4
touch_ef2538cee2ca,usr_02738,True,follow_up_email,carol@writely.ai,2024-11-30,False,1
touch_4e4c596e07ae,usr_02738,True,voicemail,alice@writely.ai,2024-12-05,False,2
touch_23a7e901fe69,usr_04890,True,cold_email,alice@writely.ai,2024-08-27,False,1
touch_08e76ce07624,usr_04890,True,cold_email,bob@writely.ai,2024-08-29,True,2
touch_bc47b30596fb,usr_04890,True,call,bob@writely.ai,2024-09-06,False,3
touch_02f943402946,usr_02268,True,call,carol@writely.ai,2025-03-08,False,1
touch_872aa0bfe4b5,usr_02268,True,linkedin_inmail,carol@writely.ai,2025-03-14,False,2
touch_e0a66e976992,usr_02499,True,linkedin_inmail,bob@writely.ai,2025-05-03,False,1
touch_b8f4d51741a9,usr_01605,True,call,carol@writely.ai,2025-06-22,False,1
touch_c825b2aab986,usr_01605,True,cold_email,alice@writely.ai,2025-06-28,False,2
touch_e7e1659df7d5,usr_03706,True,cold_email,carol@writely.ai,2025-02-10,False,1
touch_aafe15022369,usr_03706,True,cold_email,bob@writely.ai,2025-02-12,True,2
touch_092538f6733c,usr_03706,True,follow_up_email,carol@writely.ai,2025-02-14,False,3
touch_b144e381dd54,usr_01075,True,call,bob@writely.ai,2024-07-18,False,1
touch_c9091be684a7,usr_01075,True,call,carol@writely.ai,2024-07-23,False,2
touch_8ca2b3fbfff9,usr_01075,True,linkedin_inmail,alice@writely.ai,2024-07-22,False,3
touch_1478369f249d,usr_01075,True,linkedin_dm,carol@writely.ai,2024-07-27,False,4
touch_b85070d79187,usr_01075,True,linkedin_dm,alice@writely.ai,2024-07-30,False,5
touch_288276c88819,usr_02531,True,follow_up_email,alice@writely.ai,2025-06-22,False,1
touch_f21f720bb7e6,usr_02531,True,voicemail,bob@writely.ai,2025-06-26,False,2
touch_d2181000f4ef,usr_02531,True,linkedin_inmail,carol@writely.ai,2025-06-26,False,3
touch_faf4da4eed59,usr_01309,True,cold_email,bob@writely.ai,2024-09-16,False,1
touch_9ec0e0f5602c,usr_03169,True,linkedin_inmail,carol@writely.ai,2024-10-08,False,1
touch_e2fdd3c18c4a,usr_03169,True,cold_email,alice@writely.ai,2024-10-12,False,2
touch_1031fa80545a,usr_03169,True,follow_up_email,carol@writely.ai,2024-10-16,False,3
touch_a6903c50c29d,usr_03169,True,follow_up_email,bob@writely.ai,2024-10-29,False,4
touch_858b6feedab9,usr_03169,True,voicemail,carol@writely.ai,2024-10-28,False,5
touch_ad41b9f9387b,usr_02548,True,voicemail,alice@writely.ai,2025-04-17,True,1
touch_95d515860d36,usr_02548,True,voicemail,bob@writely.ai,2025-04-24,False,2
touch_978cbebd7874,usr_02548,True,cold_email,carol@writely.ai,2025-04-27,False,3
touch_6a1d0498da82,usr_02548,True,linkedin_dm,carol@writely.ai,2025-04-23,False,4
touch_236c4dce6395,usr_00307,True,linkedin_inmail,bob@writely.ai,2025-03-10,False,1
touch_ab3447069a16,usr_03891,True,call,alice@writely.ai,2025-05-10,False,1
touch_6c54111b8b09,usr_03891,True,linkedin_dm,bob@writely.ai,2025-05-15,True,2
touch_fd57e280ba7e,usr_03891,True,call,alice@writely.ai,2025-05-22,False,3
touch_f22fb0446ecf,usr_03891,True,voicemail,bob@writely.ai,2025-05-28,False,4
touch_457782e80e23,usr_03891,True,voicemail,bob@writely.ai,2025-06-03,False,5
touch_e0a5c878940e,usr_04531,True,linkedin_dm,bob@writely.ai,2025-06-19,False,1
touch_ce55d5e073e1,usr_04531,True,follow_up_email,carol@writely.ai,2025-06-26,False,2
touch_4e7b9c7c0e4a,usr_04446,True,linkedin_dm,carol@writely.ai,2024-06-26,False,1
touch_c777b39fee8f,usr_04446,True,voicemail,bob@writely.ai,2024-06-29,False,2
touch_edfd7ffc3871,usr_04446,True,voicemail,carol@writely.ai,2024-07-10,False,3
touch_8b28134155e9,usr_02110,True,cold_email,bob@writely.ai,2025-04-13,False,1
touch_00a627d2de93,usr_02110,True,call,alice@writely.ai,2025-04-20,False,2
touch_36ee651261af,usr_02110,True,follow_up_email,bob@writely.ai,2025-04-21,False,3
touch_55a589d4da8d,usr_02110,True,follow_up_email,alice@writely.ai,2025-04-22,False,4
touch_a0ed322ad694,usr_02110,True,linkedin_dm,alice@writely.ai,2025-05-07,False,5
touch_814617559bba,usr_00348,True,cold_email,alice@writely.ai,2024-05-04,False,1
touch_fde06296c764,usr_00348,True,follow_up_email,alice@writely.ai,2024-05-10,False,2
touch_02a394c56dc9,usr_00348,True,linkedin_dm,bob@writely.ai,2024-05-08,False,3
touch_ccefa57a5be0,usr_00348,True,follow_up_email,carol@writely.ai,2024-05-16,False,4
touch_6ec9d7feaf96,usr_04010,True,call,bob@writely.ai,2025-06-09,False,1
touch_f72a2a25481d,usr_04010,True,linkedin_dm,bob@writely.ai,2025-06-11,True,2
touch_abee44078961,usr_04010,True,linkedin_inmail,bob@writely.ai,2025-06-15,False,3
touch_6431d38173a3,usr_00353,True,cold_email,bob@writely.ai,2025-06-16,False,1
touch_516ceb8c6c56,usr_00363,True,cold_email,alice@writely.ai,2025-06-07,False,1
touch_24854804132a,usr_00363,True,voicemail,bob@writely.ai,2025-06-09,False,2
touch_15494c347f0e,usr_00363,True,voicemail,carol@writely.ai,2025-06-15,False,3
touch_42cea6148ec1,usr_00363,True,follow_up_email,alice@writely.ai,2025-06-16,True,4
touch_fefe8e59b93b,usr_00363,True,voicemail,carol@writely.ai,2025-06-15,False,5
touch_f154954ae46c,usr_02849,True,linkedin_inmail,bob@writely.ai,2024-09-24,False,1
touch_8cf65261e32d,usr_02760,True,linkedin_dm,bob@writely.ai,2024-09-21,True,1
touch_b9d145551f03,usr_02760,True,follow_up_email,bob@writely.ai,2024-09-26,True,2
touch_227f1d6eb530,usr_02760,True,voicemail,bob@writely.ai,2024-09-25,False,3
touch_260040f6b9a7,usr_04278,True,call,alice@writely.ai,2024-04-26,False,1
touch_5d4841b9cb17,usr_03404,True,follow_up_email,alice@writely.ai,2024-09-01,False,1
touch_c72c758c2b63,usr_03404,True,follow_up_email,bob@writely.ai,2024-09-07,False,2
touch_d220112ae14d,usr_03404,True,call,alice@writely.ai,2024-09-09,False,3
touch_7899a636ad78,usr_00524,True,follow_up_email,carol@writely.ai,2024-07-15,False,1
touch_7e82e76b34b4,usr_00524,True,voicemail,alice@writely.ai,2024-07-19,False,2
touch_76dc6052f43e,usr_00524,True,follow_up_email,bob@writely.ai,2024-07-23,False,3
touch_29bb27a9dad5,usr_03218,True,follow_up_email,bob@writely.ai,2024-06-01,True,1
touch_1082c86909ba,usr_03218,True,follow_up_email,bob@writely.ai,2024-06-05,False,2
touch_ef7d57a43305,usr_03218,True,linkedin_inmail,carol@writely.ai,2024-06-11,False,3
touch_37187119cc6b,usr_03218,True,voicemail,bob@writely.ai,2024-06-22,False,4
touch_722e62fba8b1,usr_03218,True,follow_up_email,alice@writely.ai,2024-06-29,True,5
touch_a974f5d11a6a,usr_02611,True,follow_up_email,bob@writely.ai,2025-02-11,False,1
touch_eada55cc364f,usr_02611,True,voicemail,alice@writely.ai,2025-02-13,False,2
touch_bdfc81f0fdd1,usr_02611,True,linkedin_dm,bob@writely.ai,2025-02-19,False,3
touch_bf0ef5b21f1c,usr_01601,True,linkedin_inmail,alice@writely.ai,2025-05-15,False,1
touch_0e0933f4317b,usr_01601,True,voicemail,alice@writely.ai,2025-05-21,False,2
touch_1a21c1beae2c,usr_00817,True,linkedin_dm,carol@writely.ai,2024-07-14,False,1
touch_baf274122614,usr_00817,True,voicemail,bob@writely.ai,2024-07-20,True,2
touch_5f334b15c3bf,usr_00817,True,cold_email,alice@writely.ai,2024-07-22,False,3
touch_33ea5eecbde5,usr_01202,True,linkedin_dm,bob@writely.ai,2024-10-29,False,1
touch_90b50774ff3d,usr_01202,True,voicemail,bob@writely.ai,2024-11-04,True,2
touch_903ba5b23b53,usr_01202,True,call,bob@writely.ai,2024-11-02,False,3
touch_5a9517528262,usr_01202,True,cold_email,alice@writely.ai,2024-11-07,False,4
touch_77ab22d52c0c,usr_00195,True,follow_up_email,alice@writely.ai,2024-06-02,False,1
touch_ba4440bcf28c,usr_00195,True,call,alice@writely.ai,2024-06-06,False,2
touch_6d9d76f97ac3,usr_00195,True,follow_up_email,bob@writely.ai,2024-06-14,False,3
touch_551f21f6be79,usr_00195,True,linkedin_dm,carol@writely.ai,2024-06-17,False,4
touch_eca342414f9c,usr_02615,True,follow_up_email,bob@writely.ai,2024-05-16,False,1
touch_2785d8a85cbd,usr_02615,True,cold_email,bob@writely.ai,2024-05-18,False,2
touch_21ec58f5ec08,usr_02615,True,linkedin_inmail,alice@writely.ai,2024-05-20,False,3
touch_6f5a8e48990f,usr_02615,True,follow_up_email,alice@writely.ai,2024-05-25,False,4
touch_fde4dd96cf7d,usr_02615,True,voicemail,carol@writely.ai,2024-06-01,False,5
touch_423ff3fb4515,usr_00108,True,call,bob@writely.ai,2024-03-28,False,1
touch_cc7a710b5b9b,usr_00108,True,follow_up_email,bob@writely.ai,2024-04-02,False,2
touch_adc3da2f5975,usr_00108,True,call,carol@writely.ai,2024-04-01,True,3
touch_6b82aa6fb587,usr_00108,True,follow_up_email,bob@writely.ai,2024-04-15,False,4
touch_c591edf02f9d,usr_00108,True,linkedin_inmail,bob@writely.ai,2024-04-17,False,5
touch_52cc7739fa6b,usr_01041,True,cold_email,bob@writely.ai,2024-10-15,False,1
touch_9c287750cd93,usr_01041,True,linkedin_dm,carol@writely.ai,2024-10-19,False,2
touch_1446cbeef40b,usr_00858,True,follow_up_email,bob@writely.ai,2024-05-09,False,1
touch_6950ed91c237,usr_01632,True,voicemail,carol@writely.ai,2024-03-29,False,1
touch_e2863f05a8c4,usr_01632,True,cold_email,bob@writely.ai,2024-04-04,False,2
touch_6d3e7cbf109a,usr_01632,True,voicemail,alice@writely.ai,2024-04-04,False,3
touch_268becd1cbe8,usr_03488,True,linkedin_dm,alice@writely.ai,2024-11-16,False,1
touch_4627b9a41f61,usr_03488,True,follow_up_email,carol@writely.ai,2024-11-18,True,2
touch_4dca35345a29,usr_03488,True,cold_email,bob@writely.ai,2024-11-22,True,3
touch_855e4aa75295,usr_03488,True,linkedin_inmail,alice@writely.ai,2024-12-01,True,4
touch_a0d985e00c51,usr_03488,True,follow_up_email,bob@writely.ai,2024-12-10,False,5
touch_6e6d92fc46cb,usr_00759,True,linkedin_dm,bob@writely.ai,2024-06-13,False,1
touch_4bf781108171,usr_04850,True,linkedin_inmail,carol@writely.ai,2024-07-14,False,1
touch_ddb4c5500d2a,usr_04850,True,voicemail,bob@writely.ai,2024-07-16,False,2
touch_28acc63e8e8e,usr_02787,True,linkedin_inmail,alice@writely.ai,2024-12-16,False,1
touch_eea6bef7edc6,usr_02787,True,follow_up_email,carol@writely.ai,2024-12-23,False,2
touch_63b23392ab16,usr_02787,True,linkedin_inmail,alice@writely.ai,2024-12-24,False,3
touch_1110bc73c5a8,usr_02787,True,voicemail,alice@writely.ai,2025-01-03,False,4
touch_65e7fbb71412,usr_02787,True,cold_email,alice@writely.ai,2025-01-13,False,5
touch_3bbb35acf108,usr_01738,True,cold_email,bob@writely.ai,2024-07-14,False,1
touch_d6d12935163f,usr_01738,True,cold_email,bob@writely.ai,2024-07-20,False,2
touch_8cc912ff83a2,usr_01738,True,cold_email,carol@writely.ai,2024-07-20,False,3
touch_045f62f70652,usr_01738,True,linkedin_dm,carol@writely.ai,2024-08-04,False,4
touch_9a3da308617d,usr_01307,True,call,alice@writely.ai,2024-04-19,False,1
touch_5e81110c9b1c,usr_01331,True,call,carol@writely.ai,2024-12-16,False,1
touch_010ef6a02498,usr_01331,True,voicemail,carol@writely.ai,2024-12-20,True,2
touch_5be3de0c32be,usr_01331,True,call,alice@writely.ai,2024-12-22,False,3
touch_2dbfa188a471,usr_01331,True,follow_up_email,bob@writely.ai,2024-12-22,False,4
touch_fd6e68384d2e,usr_03261,True,linkedin_dm,alice@writely.ai,2025-06-03,False,1
touch_34447ca3796c,usr_03261,True,call,carol@writely.ai,2025-06-08,True,2
touch_3bf9a5b2d81f,usr_02777,True,follow_up_email,carol@writely.ai,2025-04-23,True,1
touch_9c6fcc70a736,usr_02777,True,follow_up_email,carol@writely.ai,2025-04-29,False,2
touch_6d8cbd63838c,usr_02777,True,call,alice@writely.ai,2025-05-01,False,3
touch_d4cb79c633f2,usr_02777,True,linkedin_inmail,alice@writely.ai,2025-05-05,False,4
touch_767cd7ef317a,usr_02777,True,linkedin_dm,alice@writely.ai,2025-05-13,False,5
touch_1cd1a1c4ca0c,usr_03324,True,linkedin_inmail,alice@writely.ai,2024-12-01,False,1
touch_f7cdfdb372a6,usr_03324,True,cold_email,alice@writely.ai,2024-12-07,False,2
touch_2d4c5dc5f75c,usr_03324,True,follow_up_email,alice@writely.ai,2024-12-07,False,3
touch_4f67c572f2c8,usr_03324,True,linkedin_dm,alice@writely.ai,2024-12-19,False,4
touch_d368df095326,usr_00963,True,voicemail,carol@writely.ai,2025-01-25,False,1
touch_8d924265d1f5,usr_00963,True,cold_email,carol@writely.ai,2025-01-31,False,2
touch_1839c53c72c3,usr_00963,True,linkedin_inmail,carol@writely.ai,2025-02-08,False,3
touch_32326816671f,usr_00963,True,linkedin_inmail,alice@writely.ai,2025-02-09,False,4
touch_6916c35776a2,usr_04964,True,linkedin_inmail,alice@writely.ai,2024-11-30,False,1
touch_4c9c3d93cb12,usr_04964,True,cold_email,alice@writely.ai,2024-12-03,False,2
touch_2344aa675692,usr_04179,True,voicemail,alice@writely.ai,2024-11-26,False,1
touch_812334360bb1,usr_04179,True,linkedin_dm,alice@writely.ai,2024-12-01,False,2
touch_0ad305b0512e,usr_04179,True,follow_up_email,carol@writely.ai,2024-12-02,False,3
touch_f26c4cd13971,usr_04179,True,follow_up_email,alice@writely.ai,2024-12-17,True,4
touch_a658fe6997ef,usr_04196,True,call,bob@writely.ai,2024-12-20,False,1
touch_4cac14f1efbf,usr_04196,True,linkedin_inmail,alice@writely.ai,2024-12-24,False,2
touch_d844337b66fe,usr_00507,True,linkedin_dm,alice@writely.ai,2024-06-29,False,1
touch_3166aac20e3e,usr_00507,True,voicemail,bob@writely.ai,2024-07-02,False,2
touch_257d21c3bc84,usr_00507,True,call,alice@writely.ai,2024-07-07,False,3
touch_583c492e446b,usr_01122,True,follow_up_email,carol@writely.ai,2024-08-03,True,1
touch_45247bb766d0,usr_01122,True,follow_up_email,alice@writely.ai,2024-08-10,True,2
touch_2336bbe99a6a,usr_01122,True,cold_email,alice@writely.ai,2024-08-17,False,3
touch_c2f7e1f6508c,usr_01122,True,voicemail,carol@writely.ai,2024-08-18,False,4
touch_2bac387c0fbd,usr_00278,True,follow_up_email,alice@writely.ai,2025-06-01,False,1
touch_a979b3d60d5f,usr_04045,True,call,alice@writely.ai,2025-04-19,False,1
touch_aca1de1ab2a4,usr_00133,True,linkedin_inmail,alice@writely.ai,2024-06-02,False,1
touch_3e97508acf84,usr_00133,True,call,alice@writely.ai,2024-06-08,True,2
touch_0296ee11e10b,usr_04917,True,voicemail,alice@writely.ai,2024-12-27,False,1
touch_e59c8d6f4b84,usr_04917,True,follow_up_email,bob@writely.ai,2025-01-01,False,2
touch_f888e1637c32,usr_04917,True,voicemail,alice@writely.ai,2025-01-10,False,3
touch_46b553ab36e6,usr_04917,True,follow_up_email,carol@writely.ai,2025-01-11,False,4
touch_39892544a5c5,usr_02346,True,follow_up_email,carol@writely.ai,2024-12-24,False,1
touch_ed6fecf57ecb,usr_02346,True,cold_email,alice@writely.ai,2024-12-29,False,2
touch_2d1b410122b3,usr_04314,True,linkedin_dm,alice@writely.ai,2025-06-13,False,1
touch_23eb7623dd2f,usr_02833,True,linkedin_inmail,carol@writely.ai,2024-12-01,True,1
touch_ab720be5f809,usr_02833,True,call,carol@writely.ai,2024-12-08,False,2
