event_id,hs_contact_id,user_id,email_type,sent_at,opened,clicked,unsubscribed
em_b10ca5445324,hs_c_e0f0457b5e,usr_00945,onboarding_day1,2024-07-10 00:00:00,False,False,False
em_c28afa3040df,hs_c_e0f0457b5e,usr_00945,onboarding_day3,2024-05-09 00:00:00,False,False,False
em_be12ec8030be,hs_c_9120f23790,usr_02325,feature_announcement,2024-10-13 00:00:00,False,False,False
em_60d39c037380,hs_c_9120f23790,usr_02325,feature_announcement,2024-11-26 00:00:00,False,False,False
em_92cabc6f9e36,hs_c_9120f23790,usr_02325,feature_announcement,2024-11-12 00:00:00,True,False,False
em_16f1d7369418,hs_c_952753d0c6,usr_00649,onboarding_day7,2024-05-16 00:00:00,True,False,False
em_370743a28c76,hs_c_952753d0c6,usr_00649,newsletter,2024-05-21 00:00:00,False,False,False
em_3b96dda06f75,hs_c_952753d0c6,usr_00649,onboarding_day1,2024-04-09 00:00:00,False,False,False
em_0a0981a34522,hs_c_952753d0c6,usr_00649,newsletter,2024-04-16 00:00:00,True,False,False
em_c90fffebfddf,hs_c_cac090da0c,usr_03918,onboarding_day7,2025-04-12 00:00:00,True,False,False
em_7681701733ce,hs_c_cac090da0c,usr_03918,upgrade_nudge,2025-05-11 00:00:00,True,False,False
em_774274d2ea31,hs_c_fafb3093b5,usr_00931,newsletter,2024-05-31 00:00:00,False,False,False
em_1fc792588a31,hs_c_43a54282f1,usr_02603,onboarding_day3,2024-10-25 00:00:00,False,False,False
em_81ad4e6d6f84,hs_c_06b36e7cfe,usr_01862,reengagement,2024-09-26 00:00:00,True,False,False
em_840010580c0b,hs_c_ff075393ce,usr_01791,onboarding_day1,2024-11-01 00:00:00,False,False,False
em_53df74b94c9e,hs_c_ff075393ce,usr_01791,onboarding_day1,2024-08-01 00:00:00,False,False,False
em_c06523edd0c9,hs_c_ff075393ce,usr_01791,newsletter,2024-08-01 00:00:00,True,False,False
em_686394745d63,hs_c_ff075393ce,usr_01791,onboarding_day3,2024-07-26 00:00:00,True,False,False
em_4927c5f853bd,hs_c_ff075393ce,usr_01791,onboarding_day3,2024-10-11 00:00:00,True,False,False
em_9ad1268052d4,hs_c_6ebfc37344,usr_00961,onboarding_day3,2024-08-10 00:00:00,False,False,False
em_c232a0f309d7,hs_c_6ebfc37344,usr_00961,reengagement,2024-08-01 00:00:00,False,False,False
em_a5a97a2ca1d6,hs_c_6ebfc37344,usr_00961,onboarding_day7,2024-04-27 00:00:00,False,False,False
em_95428271c0d2,hs_c_6ebfc37344,usr_00961,reengagement,2024-08-05 00:00:00,True,False,False
em_c96ad0a7c9e2,hs_c_b276ef2c2b,usr_04468,feature_announcement,2025-06-28 00:00:00,False,False,False
em_ea023ea8bd16,hs_c_b276ef2c2b,usr_04468,newsletter,2025-05-14 00:00:00,False,False,False
em_056a3253d60d,hs_c_b276ef2c2b,usr_04468,newsletter,2025-05-10 00:00:00,False,False,False
em_6ddc4a81d419,hs_c_b276ef2c2b,usr_04468,feature_announcement,2025-06-10 00:00:00,False,False,False
em_5c51646c0df9,hs_c_8a0197fd90,usr_00852,feature_announcement,2024-04-07 00:00:00,True,False,False
em_1d31353e4aac,hs_c_8a0197fd90,usr_00852,reengagement,2024-04-27 00:00:00,False,False,False
em_41bcc0954852,hs_c_8a0197fd90,usr_00852,newsletter,2024-04-05 00:00:00,True,False,False
em_3fddf31f84a4,hs_c_ab259abaca,usr_03448,newsletter,2025-02-17 00:00:00,False,False,False
em_de87bfd9bf81,hs_c_ab259abaca,usr_03448,churn_winback,2025-04-03 00:00:00,False,False,False
em_e12fe7e998a3,hs_c_ab259abaca,usr_03448,feature_announcement,2025-04-05 00:00:00,True,False,False
em_ea771b4bf278,hs_c_ab259abaca,usr_03448,feature_announcement,2025-04-26 00:00:00,False,False,False
em_cc6e83a2e08c,hs_c_74f2c86e13,usr_04098,feature_announcement,2025-06-05 00:00:00,False,False,False
em_fcbd4628f2b4,hs_c_74f2c86e13,usr_04098,reengagement,2025-04-04 00:00:00,False,False,False
em_7ed1a5459979,hs_c_74f2c86e13,usr_04098,feature_announcement,2025-03-30 00:00:00,False,False,False
em_4dbc520d2260,hs_c_b44894cef1,usr_01195,feature_announcement,2024-08-13 00:00:00,False,False,False
em_8aac0875e479,hs_c_b44894cef1,usr_01195,upgrade_nudge,2024-09-01 00:00:00,False,False,False
em_33a19865ba09,hs_c_b44894cef1,usr_01195,newsletter,2024-07-26 00:00:00,False,False,False
em_b50427bf39b2,hs_c_eabebd2153,usr_02836,onboarding_day3,2024-11-29 00:00:00,False,False,False
em_b47cdad2bed0,hs_c_eabebd2153,usr_02836,onboarding_day3,2024-12-19 00:00:00,False,False,False
em_8b4257deba73,hs_c_08759f47ee,usr_00674,feature_announcement,2024-06-24 00:00:00,False,False,False
em_8a8660301c83,hs_c_08759f47ee,usr_00674,feature_announcement,2024-04-17 00:00:00,False,False,False
em_126f929dde64,hs_c_08759f47ee,usr_00674,onboarding_day3,2024-06-17 00:00:00,True,False,False
em_5fc0e552c1df,hs_c_08759f47ee,usr_00674,reengagement,2024-04-07 00:00:00,False,False,False
em_4abc9c2d2e7e,hs_c_94486f204f,usr_02380,upgrade_nudge,2024-10-03 00:00:00,False,False,False
em_94bf9e72c4ee,hs_c_94486f204f,usr_02380,onboarding_day7,2024-12-16 00:00:00,False,False,False
em_f28801be0837,hs_c_94486f204f,usr_02380,newsletter,2025-01-03 00:00:00,False,False,False
em_8c7ab32d4b23,hs_c_94486f204f,usr_02380,onboarding_day7,2024-12-04 00:00:00,False,False,False
em_559668a4fd9f,hs_c_94486f204f,usr_02380,onboarding_day3,2024-11-14 00:00:00,False,False,False
em_bcee0db30b65,hs_c_14f025cd55,usr_01585,onboarding_day7,2024-10-18 00:00:00,False,False,False
em_cb09401c8822,hs_c_14f025cd55,usr_01585,onboarding_day7,2024-09-11 00:00:00,False,False,False
em_4e492febf39a,hs_c_14f025cd55,usr_01585,upgrade_nudge,2024-10-03 00:00:00,False,False,True
em_80965ad76d5e,hs_c_14f025cd55,usr_01585,upgrade_nudge,2024-07-03 00:00:00,False,False,False
em_e2b5fde33912,hs_c_14f025cd55,usr_01585,onboarding_day7,2024-07-14 00:00:00,False,False,False
em_f6e603c9303a,hs_c_14f025cd55,usr_01585,onboarding_day3,2024-07-14 00:00:00,False,False,False
em_d0e79facb37e,hs_c_635eda7330,usr_03707,newsletter,2025-03-01 00:00:00,False,False,True
em_404a0f563538,hs_c_635eda7330,usr_03707,onboarding_day3,2025-05-04 00:00:00,False,False,False
em_252750ba83a9,hs_c_635eda7330,usr_03707,onboarding_day7,2025-05-03 00:00:00,False,False,False
em_c9696a61c874,hs_c_635eda7330,usr_03707,upgrade_nudge,2025-05-15 00:00:00,True,True,False
em_e8c7af9effa8,hs_c_309edaa2df,usr_03102,reengagement,2025-04-04 00:00:00,False,False,False
em_ac1b941e789b,hs_c_c26bc34736,usr_01739,churn_winback,2024-10-19 00:00:00,False,False,False
em_cb545017e505,hs_c_c26bc34736,usr_01739,onboarding_day1,2024-10-14 00:00:00,True,False,False
em_8e05cfb26a61,hs_c_c26bc34736,usr_01739,onboarding_day1,2024-10-14 00:00:00,False,False,False
em_d1ac0515f8ce,hs_c_c26bc34736,usr_01739,churn_winback,2024-07-28 00:00:00,True,False,False
em_deb2f37b04ae,hs_c_c26bc34736,usr_01739,onboarding_day7,2024-10-29 00:00:00,False,False,False
em_82eb948a2e71,hs_c_c26bc34736,usr_01739,onboarding_day3,2024-10-01 00:00:00,False,False,False
em_dd23e6283274,hs_c_557c68749a,usr_00291,onboarding_day3,2024-03-15 00:00:00,True,False,False
em_de3931805b61,hs_c_557c68749a,usr_00291,upgrade_nudge,2024-03-26 00:00:00,True,False,False
em_859c409e803f,hs_c_425ccfbc46,usr_01962,churn_winback,2024-09-14 00:00:00,False,False,False
em_60c45958fc0f,hs_c_425ccfbc46,usr_01962,onboarding_day7,2024-08-27 00:00:00,False,False,False
em_94d52ad82c56,hs_c_425ccfbc46,usr_01962,feature_announcement,2024-08-26 00:00:00,False,False,False
em_a8e8395d675b,hs_c_425ccfbc46,usr_01962,upgrade_nudge,2024-10-03 00:00:00,True,False,False
em_668b556e7a8c,hs_c_425ccfbc46,usr_01962,onboarding_day3,2024-11-12 00:00:00,True,False,False
em_6fd7f9b4d58a,hs_c_425ccfbc46,usr_01962,churn_winback,2024-08-26 00:00:00,False,False,False
em_a563354f82d8,hs_c_23c6a7c47e,usr_00537,onboarding_day1,2024-04-08 00:00:00,False,False,False
em_6f56044ae72a,hs_c_23c6a7c47e,usr_00537,newsletter,2024-05-02 00:00:00,True,True,False
em_302601278a90,hs_c_23c6a7c47e,usr_00537,churn_winback,2024-04-07 00:00:00,True,True,False
em_856d148e8eb9,hs_c_23c6a7c47e,usr_00537,newsletter,2024-05-28 00:00:00,False,False,False
em_6d794b64149d,hs_c_23c6a7c47e,usr_00537,upgrade_nudge,2024-03-27 00:00:00,False,False,False
em_d96cfeca9235,hs_c_add509678e,usr_03074,feature_announcement,2025-02-25 00:00:00,True,False,False
em_5b242877bc41,hs_c_add509678e,usr_03074,onboarding_day3,2025-03-13 00:00:00,True,False,False
em_c7dbe4c553fa,hs_c_5492cb9bf6,usr_03476,churn_winback,2025-03-06 00:00:00,True,True,False
em_990a708f15fa,hs_c_5492cb9bf6,usr_03476,churn_winback,2025-05-16 00:00:00,False,False,False
em_4cd21091de25,hs_c_5492cb9bf6,usr_03476,reengagement,2025-03-28 00:00:00,False,False,False
em_0ea8b2304e5d,hs_c_5492cb9bf6,usr_03476,newsletter,2025-01-21 00:00:00,False,False,False
em_f6f710c7fdf9,hs_c_5492cb9bf6,usr_03476,onboarding_day3,2025-04-29 00:00:00,False,False,False
em_01a7afc017ac,hs_c_4fe6d60607,usr_03155,churn_winback,2025-01-07 00:00:00,True,True,False
em_474818fe61c3,hs_c_4fe6d60607,usr_03155,churn_winback,2024-12-30 00:00:00,True,False,False
em_5ab78bd49624,hs_c_ca23c066b8,usr_01955,onboarding_day7,2024-09-09 00:00:00,False,False,False
em_b9e3e3246eb9,hs_c_ca23c066b8,usr_01955,upgrade_nudge,2024-09-21 00:00:00,True,False,True
em_92d141312b1a,hs_c_ca23c066b8,usr_01955,onboarding_day7,2024-11-12 00:00:00,False,False,False
em_78223b2c800a,hs_c_ca23c066b8,usr_01955,onboarding_day1,2024-11-26 00:00:00,False,False,False
em_f114128c9b9b,hs_c_ca23c066b8,usr_01955,onboarding_day1,2024-08-10 00:00:00,False,False,False
em_d6341f92881f,hs_c_53be09cc15,usr_03768,onboarding_day7,2025-06-15 00:00:00,True,False,False
em_ae5ab7a5f302,hs_c_53be09cc15,usr_03768,feature_announcement,2025-05-12 00:00:00,True,False,False
em_4110fca61da4,hs_c_53be09cc15,usr_03768,feature_announcement,2025-03-18 00:00:00,False,False,False
em_e02ae4466d24,hs_c_53be09cc15,usr_03768,churn_winback,2025-03-03 00:00:00,True,False,False
em_35d79a2b50d2,hs_c_53be09cc15,usr_03768,onboarding_day1,2025-05-06 00:00:00,True,False,False
em_023b52c559cc,hs_c_15a7b1d5ec,usr_03333,onboarding_day7,2025-01-04 00:00:00,True,False,False
em_a432773ce3da,hs_c_5bd6747915,usr_04528,onboarding_day7,2025-06-19 00:00:00,False,False,False
em_88603387af78,hs_c_5bd6747915,usr_04528,upgrade_nudge,2025-06-13 00:00:00,False,False,False
em_5c3707269beb,hs_c_5bd6747915,usr_04528,feature_announcement,2025-06-23 00:00:00,False,False,False
em_a4758897aee2,hs_c_5bd6747915,usr_04528,onboarding_day1,2025-05-25 00:00:00,False,False,False
em_a07e2c36334d,hs_c_5bd6747915,usr_04528,churn_winback,2025-05-25 00:00:00,True,False,False
em_62968463a5ba,hs_c_57ab7f0bee,usr_01684,onboarding_day3,2024-07-10 00:00:00,True,False,False
em_e7f48c3fe65b,hs_c_c8b281cabd,usr_00348,reengagement,2024-02-19 00:00:00,False,False,False
em_30972667e70a,hs_c_c8b281cabd,usr_00348,reengagement,2024-04-01 00:00:00,True,False,False
em_535d6cba3cf7,hs_c_c8b281cabd,usr_00348,onboarding_day1,2024-03-04 00:00:00,False,False,False
em_810b4162d23f,hs_c_37b95ce2df,usr_00461,newsletter,2024-04-11 00:00:00,True,True,False
em_43196b564e1d,hs_c_308f48e527,usr_00930,churn_winback,2024-04-16 00:00:00,False,False,False
em_41c7ba7791ed,hs_c_26e49ce2e4,usr_00005,churn_winback,2024-03-15 00:00:00,True,True,False
em_8a7d739aa241,hs_c_26e49ce2e4,usr_00005,upgrade_nudge,2024-03-16 00:00:00,False,False,False
em_68567d7a2b6c,hs_c_26e49ce2e4,usr_00005,churn_winback,2024-04-17 00:00:00,False,False,False
em_27862c5c22ac,hs_c_b2582b7803,usr_00001,onboarding_day1,2024-03-31 00:00:00,False,False,False
em_106bf6d3c1d4,hs_c_b2582b7803,usr_00001,feature_announcement,2024-01-20 00:00:00,True,False,False
em_a180078eeeb4,hs_c_11ad07a516,usr_00612,onboarding_day7,2024-04-15 00:00:00,False,False,False
em_341077a61c3a,hs_c_11ad07a516,usr_00612,churn_winback,2024-07-09 00:00:00,False,False,False
em_3234fe1344b3,hs_c_2bf16c7c72,usr_02163,onboarding_day3,2024-10-23 00:00:00,False,False,False
em_6d895b0bddd0,hs_c_2bf16c7c72,usr_02163,reengagement,2024-11-22 00:00:00,False,False,False
em_c850fa197f40,hs_c_2bf16c7c72,usr_02163,reengagement,2024-12-26 00:00:00,False,False,False
em_b026a32d5998,hs_c_2bf16c7c72,usr_02163,feature_announcement,2024-09-09 00:00:00,False,False,False
em_f8633f514c48,hs_c_2bf16c7c72,usr_02163,onboarding_day1,2024-12-19 00:00:00,False,False,False
em_0a1052e46f2a,hs_c_2bf16c7c72,usr_02163,onboarding_day3,2024-09-10 00:00:00,False,False,False
em_0cd90076b0e3,hs_c_f7b6c235c0,usr_00667,upgrade_nudge,2024-06-20 00:00:00,False,False,False
em_430e37a64378,hs_c_f7b6c235c0,usr_00667,upgrade_nudge,2024-04-14 00:00:00,False,False,False
em_d34ffd119487,hs_c_f7b6c235c0,usr_00667,churn_winback,2024-06-04 00:00:00,True,False,False
em_ddb90dde9a8d,hs_c_f7b6c235c0,usr_00667,onboarding_day3,2024-04-20 00:00:00,True,False,False
em_c09daad32298,hs_c_f7b6c235c0,usr_00667,newsletter,2024-05-24 00:00:00,False,False,False
em_e870a53676fc,hs_c_f7b6c235c0,usr_00667,feature_announcement,2024-06-29 00:00:00,False,False,False
em_5c9e41d92a2d,hs_c_a49ab33692,usr_04061,reengagement,2025-05-22 00:00:00,True,True,False
em_85175ff88013,hs_c_a49ab33692,usr_04061,reengagement,2025-04-07 00:00:00,True,False,False
em_caca12203993,hs_c_a49ab33692,usr_04061,onboarding_day3,2025-06-08 00:00:00,False,False,False
em_b544fc22febf,hs_c_a49ab33692,usr_04061,reengagement,2025-06-24 00:00:00,False,False,False
em_e22178290525,hs_c_a49ab33692,usr_04061,newsletter,2025-05-05 00:00:00,True,True,False
em_d4a8ccf5fdd4,hs_c_9e771065fd,usr_00760,feature_announcement,2024-05-04 00:00:00,False,False,False
em_c9790da925f9,hs_c_9e771065fd,usr_00760,feature_announcement,2024-04-22 00:00:00,False,False,False
em_9f93d598221d,hs_c_9e771065fd,usr_00760,onboarding_day3,2024-07-01 00:00:00,False,False,False
em_0556f13d6925,hs_c_9e771065fd,usr_00760,onboarding_day3,2024-04-02 00:00:00,False,False,True
em_bf87272b4687,hs_c_aebb4b15f9,usr_01149,onboarding_day7,2024-06-07 00:00:00,False,False,False
em_90a6a7da9f88,hs_c_aebb4b15f9,usr_01149,feature_announcement,2024-06-10 00:00:00,True,False,False
em_365cb7e85d47,hs_c_aebb4b15f9,usr_01149,reengagement,2024-07-18 00:00:00,False,False,False
em_307b315a4f05,hs_c_aebb4b15f9,usr_01149,onboarding_day3,2024-07-11 00:00:00,False,False,False
em_8a7fd9cb288e,hs_c_8cfcb9f910,usr_00610,reengagement,2024-05-15 00:00:00,False,False,False
em_900005341b1a,hs_c_8cfcb9f910,usr_00610,onboarding_day3,2024-03-20 00:00:00,False,False,False
em_1e841259252a,hs_c_8cfcb9f910,usr_00610,onboarding_day1,2024-07-01 00:00:00,True,False,False
em_fe138d1a43bc,hs_c_8cfcb9f910,usr_00610,feature_announcement,2024-07-04 00:00:00,True,False,False
em_74e64278e445,hs_c_527b4fef42,usr_04280,feature_announcement,2025-05-13 00:00:00,True,False,False
em_46e7e6f9e952,hs_c_527b4fef42,usr_04280,onboarding_day3,2025-04-22 00:00:00,False,False,False
em_104b12a2f35a,hs_c_527b4fef42,usr_04280,reengagement,2025-04-17 00:00:00,False,False,False
em_987d36ef7c31,hs_c_527b4fef42,usr_04280,upgrade_nudge,2025-06-25 00:00:00,True,False,False
em_382d979201b6,hs_c_527b4fef42,usr_04280,onboarding_day7,2025-05-11 00:00:00,True,False,False
em_9b70f88907f4,hs_c_13f85d0594,usr_00039,upgrade_nudge,2024-02-12 00:00:00,True,False,False
em_67faa4dacc5e,hs_c_13f85d0594,usr_00039,reengagement,2024-03-04 00:00:00,False,False,False
em_d6504fd546ae,hs_c_13f85d0594,usr_00039,newsletter,2024-03-20 00:00:00,False,False,False
em_4f306271f0b3,hs_c_13f85d0594,usr_00039,onboarding_day3,2024-03-13 00:00:00,True,False,False
em_8d6f00916a2e,hs_c_6731141479,usr_04554,reengagement,2025-06-14 00:00:00,False,False,False
em_fb290e9f16ad,hs_c_47d490bb46,usr_03581,newsletter,2025-04-17 00:00:00,True,False,False
em_10e0724b3097,hs_c_47d490bb46,usr_03581,feature_announcement,2025-05-02 00:00:00,False,False,False
em_4357f37b63aa,hs_c_47d490bb46,usr_03581,upgrade_nudge,2025-03-16 00:00:00,False,False,False
em_a7d32911c6a9,hs_c_b43743f956,usr_04585,newsletter,2025-06-22 00:00:00,False,False,False
em_b760d8afc534,hs_c_d4d9f4fa63,usr_00668,upgrade_nudge,2024-04-28 00:00:00,True,False,False
em_5b7bea869329,hs_c_d4d9f4fa63,usr_00668,onboarding_day3,2024-05-15 00:00:00,False,False,False
em_485db2bc37a2,hs_c_d4d9f4fa63,usr_00668,onboarding_day3,2024-06-23 00:00:00,False,False,True
em_75c19b6819f1,hs_c_d4d9f4fa63,usr_00668,newsletter,2024-06-05 00:00:00,False,False,False
em_c08a53fbe6f5,hs_c_d4d9f4fa63,usr_00668,upgrade_nudge,2024-06-15 00:00:00,False,False,False
em_84387315656b,hs_c_d4d9f4fa63,usr_00668,onboarding_day1,2024-03-27 00:00:00,False,False,False
em_df6028709d32,hs_c_9c34149605,usr_00262,onboarding_day3,2024-02-06 00:00:00,False,False,False
em_b746ec3d940f,hs_c_9c34149605,usr_00262,onboarding_day7,2024-03-29 00:00:00,True,False,False
em_be4098191311,hs_c_04970c7a6c,usr_02250,onboarding_day3,2024-11-15 00:00:00,True,False,False
em_3727e7f3a0a9,hs_c_04970c7a6c,usr_02250,onboarding_day3,2024-11-02 00:00:00,False,False,False
em_b810a70c0e36,hs_c_04970c7a6c,usr_02250,feature_announcement,2024-12-24 00:00:00,True,True,False
em_d06c4b411bd1,hs_c_04970c7a6c,usr_02250,newsletter,2024-10-10 00:00:00,False,False,False
em_69caceadd1f3,hs_c_04970c7a6c,usr_02250,onboarding_day1,2024-12-17 00:00:00,False,False,False
em_1f8f476e2cd5,hs_c_ae43fbb74f,usr_03178,reengagement,2025-01-03 00:00:00,False,False,False
em_0fcec0f0db29,hs_c_ae43fbb74f,usr_03178,churn_winback,2025-04-08 00:00:00,False,False,False
em_3ce56130e14f,hs_c_ae43fbb74f,usr_03178,feature_announcement,2025-01-29 00:00:00,True,False,False
em_144b7b1414f7,hs_c_ae43fbb74f,usr_03178,reengagement,2025-02-11 00:00:00,False,False,False
em_5c83cc4d825f,hs_c_ae43fbb74f,usr_03178,onboarding_day1,2025-02-05 00:00:00,True,False,False
em_3236f8cf6a5a,hs_c_ae43fbb74f,usr_03178,feature_announcement,2024-12-25 00:00:00,False,False,False
em_4346a20f19ef,hs_c_23e7e975d1,usr_04546,feature_announcement,2025-05-18 00:00:00,True,False,False
em_c213685581d7,hs_c_23e7e975d1,usr_04546,reengagement,2025-06-22 00:00:00,False,False,False
em_dda14b839a09,hs_c_23e7e975d1,usr_04546,upgrade_nudge,2025-05-24 00:00:00,False,False,False
em_98043978b62f,hs_c_23e7e975d1,usr_04546,upgrade_nudge,2025-06-25 00:00:00,False,False,False
em_48dbe5183d27,hs_c_23e7e975d1,usr_04546,newsletter,2025-06-29 00:00:00,True,False,False
em_d35819fe40e3,hs_c_0746b90775,usr_04163,feature_announcement,2025-05-19 00:00:00,False,False,False
em_219dc11eacfa,hs_c_0746b90775,usr_04163,onboarding_day3,2025-04-27 00:00:00,True,False,False
em_9410b753f65f,hs_c_0746b90775,usr_04163,churn_winback,2025-05-15 00:00:00,False,False,True
em_a65aad767d34,hs_c_0746b90775,usr_04163,onboarding_day3,2025-05-18 00:00:00,False,False,False
em_d55823d16e0a,hs_c_f16027a6be,usr_04347,onboarding_day1,2025-05-29 00:00:00,False,False,False
em_0fa37f3677db,hs_c_f16027a6be,usr_04347,newsletter,2025-06-19 00:00:00,False,False,False
em_d3f83cf4c68a,hs_c_5c182c702a,usr_03914,newsletter,2025-06-02 00:00:00,False,False,False
em_81eb3faf3d12,hs_c_fb9b13605b,usr_00481,onboarding_day7,2024-06-18 00:00:00,True,True,False
em_7059f8ec57fa,hs_c_b2621585b1,usr_01639,upgrade_nudge,2024-08-27 00:00:00,True,False,False
em_6a5a16aad9b8,hs_c_b2621585b1,usr_01639,onboarding_day3,2024-10-28 00:00:00,False,False,False
em_1125858e3fff,hs_c_b2621585b1,usr_01639,onboarding_day7,2024-09-23 00:00:00,False,False,False
em_92bbefe3f881,hs_c_b2621585b1,usr_01639,upgrade_nudge,2024-08-17 00:00:00,True,True,False
em_97d6d0318118,hs_c_2394e62064,usr_02927,feature_announcement,2024-12-02 00:00:00,True,False,False
em_78f78216f931,hs_c_2394e62064,usr_02927,onboarding_day1,2025-03-05 00:00:00,False,False,False
em_83cb0f49fe87,hs_c_2394e62064,usr_02927,upgrade_nudge,2025-03-07 00:00:00,False,False,False
em_9c276ae9351c,hs_c_2394e62064,usr_02927,onboarding_day1,2025-02-27 00:00:00,False,False,False
em_ca6e0738b305,hs_c_6dcf465259,usr_03464,upgrade_nudge,2025-05-07 00:00:00,False,False,False
em_8715048f99d0,hs_c_6dcf465259,usr_03464,newsletter,2025-05-03 00:00:00,False,False,False
em_26ad1524328d,hs_c_6dcf465259,usr_03464,reengagement,2025-02-25 00:00:00,True,False,False
em_bb1e44af5d4d,hs_c_c0db4b4878,usr_00715,upgrade_nudge,2024-06-26 00:00:00,True,False,False
em_714ff83e6b76,hs_c_060bb611d5,usr_00035,churn_winback,2024-01-28 00:00:00,False,False,False
em_01fcb39334d3,hs_c_060bb611d5,usr_00035,upgrade_nudge,2024-04-02 00:00:00,True,False,False
em_cd4c6058440b,hs_c_060bb611d5,usr_00035,onboarding_day3,2024-02-11 00:00:00,False,False,False
em_7f894de54382,hs_c_060bb611d5,usr_00035,newsletter,2024-04-20 00:00:00,False,False,False
em_4c0a62888d64,hs_c_60a945818f,usr_02786,newsletter,2025-01-03 00:00:00,False,False,False
em_df5823c3ffe4,hs_c_60a945818f,usr_02786,onboarding_day1,2025-01-27 00:00:00,False,False,False
em_e5309b177618,hs_c_60a945818f,usr_02786,onboarding_day1,2024-11-21 00:00:00,True,False,False
em_97900d3f345e,hs_c_60a945818f,usr_02786,onboarding_day3,2024-11-17 00:00:00,False,False,False
em_00bc5209e135,hs_c_60a945818f,usr_02786,reengagement,2025-02-18 00:00:00,False,False,False
em_c41ae5833639,hs_c_9f9a9e33bd,usr_01295,onboarding_day3,2024-09-05 00:00:00,False,False,False
em_120895808438,hs_c_9f9a9e33bd,usr_01295,onboarding_day3,2024-09-05 00:00:00,False,False,False
em_830d13e8bfed,hs_c_9f9a9e33bd,usr_01295,upgrade_nudge,2024-08-02 00:00:00,False,False,False
em_f59b894f2bc6,hs_c_dc6cb5dc5c,usr_02608,onboarding_day3,2024-10-26 00:00:00,False,False,False
em_9034f3233fa7,hs_c_dc6cb5dc5c,usr_02608,reengagement,2024-11-24 00:00:00,True,False,False
em_46d394302b0f,hs_c_dc6cb5dc5c,usr_02608,newsletter,2025-02-06 00:00:00,False,False,False
em_2559eabc6564,hs_c_dc6cb5dc5c,usr_02608,newsletter,2025-02-12 00:00:00,False,False,False
em_6300a65320c3,hs_c_dc6cb5dc5c,usr_02608,onboarding_day3,2024-11-11 00:00:00,False,False,False
em_6d2771d0d278,hs_c_dc6cb5dc5c,usr_02608,onboarding_day1,2024-11-01 00:00:00,False,False,False
em_a14f15331fb4,hs_c_c890e9f2ef,usr_03796,feature_announcement,2025-05-23 00:00:00,False,False,False
em_813fd1836b21,hs_c_c890e9f2ef,usr_03796,reengagement,2025-04-21 00:00:00,False,False,False
em_54052ed9f3e9,hs_c_c890e9f2ef,usr_03796,onboarding_day7,2025-06-07 00:00:00,False,False,False
em_f1edc90fd4c4,hs_c_d40cb2b836,usr_00338,onboarding_day7,2024-02-18 00:00:00,False,False,False
em_ca1bf959e9c7,hs_c_f197bac83b,usr_00558,onboarding_day3,2024-03-22 00:00:00,True,False,False
em_7fc99784d853,hs_c_f197bac83b,usr_00558,upgrade_nudge,2024-04-24 00:00:00,True,False,False
em_f1fb078f58d6,hs_c_897bbec375,usr_00116,churn_winback,2024-03-02 00:00:00,False,False,False
em_53ec68778992,hs_c_897bbec375,usr_00116,onboarding_day3,2024-02-06 00:00:00,False,False,False
em_7fba7589a663,hs_c_897bbec375,usr_00116,onboarding_day7,2024-02-03 00:00:00,False,False,False
em_51bd8573da4f,hs_c_897bbec375,usr_00116,upgrade_nudge,2024-05-04 00:00:00,True,False,False
em_ab7c9fade9ab,hs_c_897bbec375,usr_00116,newsletter,2024-03-10 00:00:00,False,False,False
em_c3bc10a0e890,hs_c_897bbec375,usr_00116,onboarding_day3,2024-02-02 00:00:00,True,False,False
em_fdb30c294b76,hs_c_a65e854df7,usr_00694,upgrade_nudge,2024-05-22 00:00:00,False,False,False
em_ae251d842b52,hs_c_f7a8739d66,usr_03198,onboarding_day3,2024-12-24 00:00:00,False,False,False
em_e3905a6c0387,hs_c_61ae03afb1,usr_04145,onboarding_day1,2025-05-05 00:00:00,False,False,False
em_a22c5752fabc,hs_c_61ae03afb1,usr_04145,onboarding_day1,2025-04-25 00:00:00,False,False,False
em_cfc025da462c,hs_c_61ae03afb1,usr_04145,newsletter,2025-05-15 00:00:00,False,False,False
em_04495b3ee665,hs_c_61ae03afb1,usr_04145,onboarding_day3,2025-05-23 00:00:00,False,False,False
em_de47757547cd,hs_c_61ae03afb1,usr_04145,reengagement,2025-06-11 00:00:00,False,False,False
em_332b6027b3d4,hs_c_61ae03afb1,usr_04145,onboarding_day7,2025-06-28 00:00:00,False,False,False
em_df9330e135df,hs_c_59bf049140,usr_03624,onboarding_day7,2025-05-14 00:00:00,False,False,False
em_9ec03b33a4b6,hs_c_59bf049140,usr_03624,onboarding_day7,2025-02-05 00:00:00,True,False,False
em_4074792015ea,hs_c_59bf049140,usr_03624,onboarding_day1,2025-04-12 00:00:00,False,False,False
em_f10a5147e555,hs_c_59bf049140,usr_03624,newsletter,2025-03-28 00:00:00,False,False,False
em_60561e2caa2b,hs_c_59bf049140,usr_03624,reengagement,2025-04-05 00:00:00,False,False,False
em_f68e8ceca7c9,hs_c_59bf049140,usr_03624,onboarding_day7,2025-04-18 00:00:00,False,False,False
em_c7e0f571d900,hs_c_1c032d84af,usr_03812,onboarding_day3,2025-03-30 00:00:00,False,False,False
